stock_code,description,parent_stock_type,parent_stock_code,stock_available
GL35026-BLK-OS,"Glitter Diagonal Stripe Teddy W/Multi Strap & 3/4  / Black / One Size",Teddy,GL35026,4,"Glitter\35026-BLAC-F"
GL35033-HPNK/BLK-OS,"Glitter Lace Halter Teddy W/Contrast Mesh Cheeky / Hot Pink/Black / One Size",Teddy,GL35033,5,"Glitter\35033-HOPI-F.jpg","Glitter\35033-HOPI-B.jpg"
GL35040-BLK-OS,"Glitter Multi Cut Out Hole Teddy / Black / One Size",Teddy,GL35040,3,"Glitter\35040-BLAC-F.jpg","Glitter\35040-BLAC-B.jpg"
GL35048-BLK-OS,"Glitter Long Sleeve Teddy W/ Cutout / Black / One Size",Teddy,GL35048,2,"Glitter\35048-BLAC-F.jpg","Glitter\35048-BLAC-B.jpg"
GL35055-PUR-OS,"Glitter Long Sleeve Lace Hosiery Teddy / Purple / One Size",Teddy,GL35055,3,"Glitter\35055-PURP-F.jpg","Glitter\35055-PURP-B.jpg"
GL35057,,Teddy,GL35057,0,"Glitter\35057-RED-F.jpg","Glitter\35057-RED-B.jpg"
GL35062-BLU-OS,"Glitter Halter Satin Panel Teddy / Blue / One Size",Teddy,GL35062,1,"Glitter\35062-BLUE-F"
GL35071-RED-L,"Glitter Soft Cup Mesh&Lace Teddy W/ Choker / Red / Large",Teddy,GL35071,2,"Glitter\35071-RED-F"
GL35071-RED-M,"Glitter Soft Cup Mesh&Lace Teddy W/ Choker / Red / Medium",Teddy,GL35071,1,"Glitter\35071-RED-F"
GL35071-RED-S,"Glitter Soft Cup Mesh&Lace Teddy W/ Choker / Red / Small",Teddy,GL35071,2,"Glitter\35071-RED-F"
GL35071-RED-XL,"Glitter Soft Cup Mesh&Lace Teddy W/ Choker / Red / X-Large",Teddy,GL35071,2,"Glitter\35071-RED-F"
GL35071X-RED-1X,"Glitter Soft Cup Mesh&Lace Teddy W/ Choker / Red / 1X",Teddy,GL35071X,2,"Glitter\35071X-RED-F"
GL35071X-RED-2X,"Glitter Soft Cup Mesh&Lace Teddy W/ Choker / Red / 2X",Teddy,GL35071X,2,"Glitter\35071X-RED-F"
GL35071X-RED-3X,"Glitter Soft Cup Mesh&Lace Teddy W/ Choker / Red / 3X",Teddy,GL35071X,2,"Glitter\35071X-RED-F"
GL37522-BLK-OS,"Glitter Long Sleeve Striped Body Stocking / Black / One Size",Bodystocking,GL37522,9,"Glitter\37522-BLAC-F"
GL37522X-BLK-QS,"Glitter Long Sleeve Striped Body Stocking / Black / Queen Size",Bodystocking,GL37522X,4,"Glitter\37522X-BLAC-F"
GL37534-BLK-LXL,"Glitter 3/4 Sleeve Mesh Robe / Black / Large/X-Large","Gowns & Robes",GL37534,1,"Glitter\37534-BLAC-F.jpg","Glitter\37534-BLAC-B.jpg"
GL37534-BLK-SM,"Glitter 3/4 Sleeve Mesh Robe / Black / Small/Medium","Gowns & Robes",GL37534,2,"Glitter\37534-BLAC-F.jpg","Glitter\37534-BLAC-B.jpg"
GL37534X-BLK-1X,"Glitter 3/4 Sleeve Mesh Robe / Black / 1X","Gowns & Robes",GL37534X,2,"Glitter\37534X-BLAC-F.jpg","Glitter\37534X-BLAC-B.jpg"
GL37534X-BLK-2X,"Glitter 3/4 Sleeve Mesh Robe / Black / 2X","Gowns & Robes",GL37534X,2,"Glitter\37534X-BLAC-F.jpg","Glitter\37534X-BLAC-B.jpg"
GL37534X-BLK-3X,"Glitter 3/4 Sleeve Mesh Robe / Black / 3X","Gowns & Robes",GL37534X,1,"Glitter\37534X-BLAC-F.jpg","Glitter\37534X-BLAC-B.jpg"
GL32119-RED-L,"Devil's Bride Chemise - Red Large",Chemise,GL32119,1,"Glitter\32119-RED-F"
GL32119-RED-XL,"Devil's Bride Chemise - Red X-Large",Chemise,GL32119,1,"Glitter\32119-RED-F"
GL32119-RED-S,"Devil's Bride Chemise - Red Small",Chemise,GL32119,0,"Glitter\32119-RED-F"
GL32119-RED-M,"Devil's Bride Chemise - Red Medium",Chemise,GL32119,0,"Glitter\32119-RED-F"
GL34002-WHT-OS,"Glitter Seamless honeycomb and stripe cami set / White / One Size","Cami Set",GL34002,1,"Glitter\34002-WHIT-F"
GL37524-BLK-OS,"Glitter Faux Plaid Patterned Sleeve Body Stocking / Black / One Size",Bodystocking,GL37524,10,"Glitter\37524-BLAC-F.jpg","Glitter\37524-BLAC-B.jpg"
