stock_code,description,parent_stock_type,parent_stock_code,stock_available
STM9103-BLU-XL,"Victorian Lace Bustier Set - Blue X-Large","Bustiers & Corsets",STM9103,22,"STM\9103_BLUE_F"
STM9103-HPNK-S,"Victorian Lace Bustier Set - HotPink Small","Bustiers & Corsets",STM9103,0,"STM\9103_HOTPINK_F"
STM9103-HPNK-M,"Victorian Lace Bustier Set - HotPink Medium","Bustiers & Corsets",STM9103,0,"STM\9103_HOTPINK_F"
STM9103-HPNK-L,"Victorian Lace Bustier Set - HotPink Large","Bustiers & Corsets",STM9103,0,"STM\9103_HOTPINK_F"
STM9103-HPNK-XL,"Victorian Lace Bustier Set - HotPink X-Large","Bustiers & Corsets",STM9103,0,"STM\9103_HOTPINK_F"
STM9103-PNK-S,"Victorian Lace Bustier Set - Pink Small","Bustiers & Corsets",STM9103,5,"STM\9103_PINK_F"
STM9103-PNK-M,"Victorian Lace Bustier Set - Pink Medium","Bustiers & Corsets",STM9103,0,"STM\9103_PINK_F"
STM9103-PNK-L,"Victorian Lace Bustier Set - Pink Large","Bustiers & Corsets",STM9103,5,"STM\9103_PINK_F"
STM9103-PNK-XL,"Victorian Lace Bustier Set - Pink X-Large","Bustiers & Corsets",STM9103,0,"STM\9103_PINK_F"
STM9103-RED-S,"Victorian Lace Bustier Set - Red Small","Bustiers & Corsets",STM9103,4,"STM\9103_RED_F"
STM9103-RED-M,"Victorian Lace Bustier Set - Red Medium","Bustiers & Corsets",STM9103,31,"STM\9103_RED_F"
STM9103-RED-L,"Victorian Lace Bustier Set - Red Large","Bustiers & Corsets",STM9103,30,"STM\9103_RED_F"
STM9103-RED-XL,"Victorian Lace Bustier Set - Red X-Large","Bustiers & Corsets",STM9103,54,"STM\9103_RED_F"
STM9103-TEA-S,"Victorian Lace Bustier Set - Teal Small","Bustiers & Corsets",STM9103,10,"STM\9103_TURQ_F"
STM9103-TEA-M,"Victorian Lace Bustier Set - Teal Medium","Bustiers & Corsets",STM9103,5,"STM\9103_TURQ_F"
STM9103-TEA-L,"Victorian Lace Bustier Set - Teal Large","Bustiers & Corsets",STM9103,5,"STM\9103_TURQ_F"
STM9103-TEA-XL,"Victorian Lace Bustier Set - Teal X-Large","Bustiers & Corsets",STM9103,0,"STM\9103_TURQ_F"
STM9103-WHT-S,"Victorian Lace Bustier Set - White Small","Bustiers & Corsets",STM9103,112,"STM\9103_WHITE_F"
STM9103-WHT-M,"Victorian Lace Bustier Set - White Medium","Bustiers & Corsets",STM9103,106,"STM\9103_WHITE_F"
STM9103-WHT-L,"Victorian Lace Bustier Set - White Large","Bustiers & Corsets",STM9103,105,"STM\9103_WHITE_F"
STM9103-WHT-XL,"Victorian Lace Bustier Set - White X-Large","Bustiers & Corsets",STM9103,89,"STM\9103_WHITE_F"
STM9103X-BLU-1X/2X,"Victorian Lace Bustier Set - Blue 1X/2X","Bustiers & Corsets",STM9103X,12,"STM\9103X_BLUE_F"
STM9103X-BLU-3X/4X,,"Bustiers & Corsets",STM9103X-BLU-3X/4X,5,"STM\9103X_BLUE_F"
STM9103X-HPNK-3X/4X,"Victorian Lace Bustier Set - HotPink 3X/4X","Bustiers & Corsets",STM9103X,0,"STM\9103X_HOTPINK_F"
STM9103X-HPNK-1X/2X,"Victorian Lace Bustier Set - HotPink 1X/2X","Bustiers & Corsets",STM9103X,0,"STM\9103X_HOTPINK_F"
STM9103X-PNK-1X/2X,"Victorian Lace Bustier Set - Pink 1X/2X","Bustiers & Corsets",STM9103X,0,"STM\9103X_PINK_F"
STM9103X-PNK-3X/4X,"Victorian Lace Bustier Set - Pink 3X/4X","Bustiers & Corsets",STM9103X,0,"STM\9103X_PINK_F"
STM9103X-RED-1X/2X,,"Bustiers & Corsets",STM9103X-RED-1X/2X,6,"STM\9103X_RED_F"
STM9103X-RED-3X/4X,"Victorian Lace Bustier Set - Red 3X/4X","Bustiers & Corsets",STM9103X,19,"STM\9103X_RED_F"
STM9103X-TEA-1X/2X,"Victorian Lace Bustier Set - Teal 1X/2X","Bustiers & Corsets",STM9103X,2,"STM\9103X_TURQ_F"
STM9103X-TEA-3X/4X,"Victorian Lace Bustier Set - Teal 3X/4X","Bustiers & Corsets",STM9103X,0,"STM\9103X_TURQ_F"
STM9103X-WHT-1X/2X,"Victorian Lace Bustier Set - White 1X/2X","Bustiers & Corsets",STM9103X,72,"STM\9103X_WHITE_F"
STM9103X-WHT-3X/4X,"Victorian Lace Bustier Set - White 3X/4X","Bustiers & Corsets",STM9103X,30,"STM\9103X_WHITE_F"
STM9186-WHT-OS,"Tina Thong - White One Size",Thong,STM9186,6,"STM\9186_WHITE_F"
STM9186-BLK-OS,"Tina Thong - Black One Size",Thong,STM9186,6,"STM\9186_BLACK_F"
STM9186X-BLK-QUEEN,"Tina Thong - Black Queen Size",Thong,STM9186X,4,"STM\9186X_BLACK_F"
STM9186X-WHT-QUEEN,"Tina Thong - White Queen Size",Thong,STM9186X,7,"STM\9186X_WHITE_F"
STM9215-BLK-OS,"Midnight Affair Cami Set - Black One Size","Cami Set",STM9215,118,"STM\9215_BLACK_F"
STM9215-RED-OS,"Midnight Affair Cami Set - Red One Size","Cami Set",STM9215,92,"STM\9215_RED_F"
STM9215-RASP-OS,"Midnight Affair Cami Set - Raspberry One Size","Cami Set",STM9215,1,"STM\9215_RAS_F"
STM9215X-BLK-QUEEN,"Midnight Affair Cami Set - Black Queen Size","Cami Set",STM9215X,87,"STM\9215X_BLACK_F"
STM9215X-RED-QUEEN,"Midnight Affair Cami Set - Red Queen Size","Cami Set",STM9215X,80,"STM\9215X_RED_F"
STM9289-BLK-S,"Lace Boyshort - Black Small",Boyshort,STM9289,5,"STM\9289_BLACK_F"
STM9289-PUR-M,"Lace Boyshort - Purple Medium",Boyshort,STM9289,2,"STM\9289_PURPLE_F"
STM9555-BLK-S/M,"Lace Affairs Garter Belt - Black Small/Medium",Garterbelt,STM9555,0,"STM\9555_BLACK_F"
STM9555-BLK-M/L,"Lace Affairs Garter Belt - Black Medium/Large",Garterbelt,STM9555,0,"STM\9555_BLACK_F"
STM9555-RED-S/M,"Lace Affairs Garter Belt - Red Small/Medium",Garterbelt,STM9555,60,"STM\9555_RED_F"
STM9555-RED-M/L,"Lace Affairs Garter Belt - Red Medium/Large",Garterbelt,STM9555,90,"STM\9555_RED_F"
STM9555-WHT-S/M,"Lace Affairs Garter Belt - White Small/Medium",Garterbelt,STM9555,0,"STM\9555_WHITE_F"
STM9555-WHT-M/L,"Lace Affairs Garter Belt - White Medium/Large",Garterbelt,STM9555,0,"STM\9555_WHITE_F"
STM9744P,,Boyshort,STM9744P,353,"STM\9744P_BLACK_F"
STM9744XP,,Boyshort,STM9744XP,0,"STM\9744X_F"
STM9749-BLK-S,"Ava Lace Open Crotch Panty - Black Small",Knicker,STM9749,130,"STM\9749_BLACK_F"
STM9749-BLK-M,"Ava Lace Open Crotch Panty - Black Medium",Knicker,STM9749,0,"STM\9749_BLACK_F"
STM9749-BLK-L,"Ava Lace Open Crotch Panty - Black Large",Knicker,STM9749,0,"STM\9749_BLACK_F"
STM9749-BLK-XL,"Ava Lace Open Crotch Panty - Black X-Large",Knicker,STM9749,0,"STM\9749_BLACK_F"
STM9749-CRL-S,"Ava Lace Open Crotch Panty - Coral Small",Knicker,STM9749,0,"STM\9749_CORAL_F"
STM9749-CRL-M,"Ava Lace Open Crotch Panty - Coral Medium",Knicker,STM9749,0,"STM\9749_CORAL_F"
STM9749-CRL-L,"Ava Lace Open Crotch Panty - Coral Large",Knicker,STM9749,0,"STM\9749_CORAL_F"
STM9749-CRL-XL,"Ava Lace Open Crotch Panty - Coral X-Large",Knicker,STM9749,1,"STM\9749_CORAL_F"
STM9749-LIM-S,"Ava Lace Open Crotch Panty - Lime Small",Knicker,STM9749,0,"STM\9749_LIME_F"
STM9749-LIM-M,"Ava Lace Open Crotch Panty - Lime Medium",Knicker,STM9749,0,"STM\9749_LIME_F"
STM9749-LIM-L,"Ava Lace Open Crotch Panty - Lime Large",Knicker,STM9749,0,"STM\9749_LIME_F"
STM9749-LIM-XL,"Ava Lace Open Crotch Panty - Lime X-Large",Knicker,STM9749,0,"STM\9749_LIME_F"
STM9749-PNK-S,"Ava Lace Open Crotch Panty - Pink Small",Knicker,STM9749,29,"STM\9749_PINK_F"
STM9749-PNK-M,"Ava Lace Open Crotch Panty - Pink Medium",Knicker,STM9749,19,"STM\9749_PINK_F"
STM9749-PNK-L,"Ava Lace Open Crotch Panty - Pink Large",Knicker,STM9749,55,"STM\9749_PINK_F"
STM9749-PNK-XL,"Ava Lace Open Crotch Panty - Pink X-Large",Knicker,STM9749,34,"STM\9749_PINK_F"
STM9749-WHT-S,"Ava Lace Open Crotch Panty - White Small",Knicker,STM9749,64,"STM\9749_WHITE_F"
STM9749-WHT-M,"Ava Lace Open Crotch Panty - White Medium",Knicker,STM9749,22,"STM\9749_WHITE_F"
STM9749-WHT-L,"Ava Lace Open Crotch Panty - White Large",Knicker,STM9749,32,"STM\9749_WHITE_F"
STM9749-WHT-XL,"Ava Lace Open Crotch Panty - White X-Large",Knicker,STM9749,46,"STM\9749_WHITE_F"
STM9757P,,Garterbelt,STM9757P,0,"STM\9757P_BLACK_F"
STM9757XP,,Garterbelt,STM9757XP,1,"STM\9757XP_F"
STM9767-BLK-S,"Riley Mesh and Lame Open Crotch Cheeky - Black Small",Boyshort,STM9767,210,"STM\9767_BLACK_F"
STM9767-BLK-M,"Riley Mesh and Lame Open Crotch Cheeky - Black Medium",Boyshort,STM9767,150,"STM\9767_BLACK_F"
STM9767-BLK-L,"Riley Mesh and Lame Open Crotch Cheeky - Black Large",Boyshort,STM9767,168,"STM\9767_BLACK_F"
STM9767-BLK-XL,"Riley Mesh and Lame Open Crotch Cheeky - Black X-Large",Boyshort,STM9767,193,"STM\9767_BLACK_F"
STM9768-BLK-S,"Alexa Caged Back Open Crotch Panty - Black Small",Knicker,STM9768,0,"STM\9768_BLACK_F"
STM9768-BLK-M,"Alexa Caged Back Open Crotch Panty - Black Medium",Knicker,STM9768,0,"STM\9768_BLACK_F"
STM9768-BLK-L,"Alexa Caged Back Open Crotch Panty - Black Large",Knicker,STM9768,0,"STM\9768_BLACK_F"
STM9768-BLK-XL,"Alexa Caged Back Open Crotch Panty - Black X-Large",Knicker,STM9768,0,"STM\9768_BLACK_F"
STM9768-BLU-S,"Alexa Caged Back Open Crotch Panty - Blue Small",Knicker,STM9768,0,"STM\9768_BLUE_F"
STM9768-BLU-M,"Alexa Caged Back Open Crotch Panty - Blue Medium",Knicker,STM9768,0,"STM\9768_BLUE_F"
STM9768-BLU-L,"Alexa Caged Back Open Crotch Panty - Blue Large",Knicker,STM9768,0,"STM\9768_BLUE_F"
STM9768-BLU-XL,"Alexa Caged Back Open Crotch Panty - Blue X-Large",Knicker,STM9768,10,"STM\9768_BLUE_F"
STM9768-PNK-S,"Alexa Caged Back Open Crotch Panty - Pink Small",Knicker,STM9768,0,"STM\9768_PINK_F"
STM9768-PNK-M,"Alexa Caged Back Open Crotch Panty - Pink Medium",Knicker,STM9768,92,"STM\9768_PINK_F"
STM9768-PNK-L,"Alexa Caged Back Open Crotch Panty - Pink Large",Knicker,STM9768,0,"STM\9768_PINK_F"
STM9768-PNK-XL,"Alexa Caged Back Open Crotch Panty - Pink X-Large",Knicker,STM9768,0,"STM\9768_PINK_F"
STM9768-PUR-S,"Alexa Caged Back Open Crotch Panty - Purple Small",Knicker,STM9768,0,"STM\9768_PURPLE_F"
STM9768-PUR-M,"Alexa Caged Back Open Crotch Panty - Purple Medium",Knicker,STM9768,0,"STM\9768_PURPLE_F"
STM9768-PUR-L,"Alexa Caged Back Open Crotch Panty - Purple Large",Knicker,STM9768,0,"STM\9768_PURPLE_F"
STM9768-PUR-XL,"Alexa Caged Back Open Crotch Panty - Purple X-Large",Knicker,STM9768,0,"STM\9768_PURPLE_F"
STM9768-RED-S,"Alexa Caged Back Open Crotch Panty - Red Small",Knicker,STM9768,0,"STM\9768_RED_F"
STM9768-RED-M,"Alexa Caged Back Open Crotch Panty - Red Medium",Knicker,STM9768,0,"STM\9768_RED_F"
STM9768-RED-L,"Alexa Caged Back Open Crotch Panty - Red Large",Knicker,STM9768,0,"STM\9768_RED_F"
STM9768-RED-XL,"Alexa Caged Back Open Crotch Panty - Red X-Large",Knicker,STM9768,12,"STM\9768_RED_F"
STM9945P-EMR-OS,"Kiss of Envy Teddy - Emerald One Size",Teddy,STM9945P,9,"STM\9945P_EMERALD_F_"
STM9945P-PUR-OS,"Kiss of Envy Teddy - Purple One Size",Teddy,STM9945P,2,"STM\9945P_Plum_F"
STM9945P-BLK-OS,"Kiss of Envy Teddy - Black One Size",Teddy,STM9945P,0,"STM\9945P_BLACK_F"
STM9945P-RED-OS,"Kiss of Envy Teddy - Red One Size",Teddy,STM9945P,7,"STM\9945P_RED_F"
STM9964P,,"Bra Set",STM9964P,0,"STM\9964P_RED_F"
STM9979P,,Thong,STM9979P,3,"STM\9979P_BLACK_F"
STM9979XP,,Thong,STM9979XP,7,"STM\9979XP_BLACK_F"
STM9980P,,Garterbelt,STM9980P,0,"STM Discontinued\9980P_BLACK_F.jpg","STM Discontinued\9980P_BLACK_B.jpg"
STM9980XP,,Garterbelt,STM9980XP,49,"STM\9980XP_BLACK_F"
STM11062-BLK-S,"Two piece lace and mesh cami and g-string set / Black / Small","Cami Set",STM11062,0,"STM\11062_BLK_F"
STM11062-BLK-M,"Two piece lace and mesh cami and g-string set / Black / Medium","Cami Set",STM11062,1,"STM\11062_BLK_F"
STM11062-BLK-L,"Two piece lace and mesh cami and g-string set / Black / Large","Cami Set",STM11062,0,"STM\11062_BLK_F"
STM11062-BLK-XL,"Two piece lace and mesh cami and g-string set / Black / X-Large","Cami Set",STM11062,0,"STM\11062_BLK_F"
STM11062-LAV-S,"Two piece lace and mesh cami and g-string set / Lavender / Small","Cami Set",STM11062,0,"STM\11062_LAVENDER_F"
STM11062-LAV-M,"Two piece lace and mesh cami and g-string set / Lavender / Medium","Cami Set",STM11062,0,"STM\11062_LAVENDER_F"
STM11062-LAV-L,"Two piece lace and mesh cami and g-string set / Lavender / Large","Cami Set",STM11062,0,"STM\11062_LAVENDER_F"
STM11062-LAV-XL,"Two piece lace and mesh cami and g-string set / Lavender / X-Large","Cami Set",STM11062,0,"STM\11062_LAVENDER_F"
STM11062X-BLK-1X2X,"Two piece lace and mesh cami and g-string set / Black / 1X2X","Cami Set",STM11062X,0,"STM\11062X_BLK_F"
STM11062X-BLK-3X4X,"Two piece lace and mesh cami and g-string set / Black / 3X4X","Cami Set",STM11062X,0,"STM\11062X_BLK_F"
STM11062X-LAV-1X2X,"Two piece lace and mesh cami and g-string set / Lavender / 1X2X","Cami Set",STM11062X,0,"STM\11062X_LAV_F"
STM11062X-LAV-3X4X,"Two piece lace and mesh cami and g-string set / Lavender / 3X4X","Cami Set",STM11062X,0,"STM\11062X_LAV_F"
STM11063-BLK-S,"Lace and mesh teddy with thong back / Black / Small",Teddy,STM11063,0,"STM\11063_BLK_F"
STM11063-BLK-M,"Lace and mesh teddy with thong back / Black / Medium",Teddy,STM11063,0,"STM\11063_BLK_F"
STM11063-BLK-L,"Lace and mesh teddy with thong back / Black / Large",Teddy,STM11063,0,"STM\11063_BLK_F"
STM11063-BLK-XL,"Lace and mesh teddy with thong back / Black / X-Large",Teddy,STM11063,0,"STM\11063_BLK_F"
STM11063-LAV-S,"Lace and mesh teddy with thong back / Lavender / Small",Teddy,STM11063,0,"STM\11063_LAV_F"
STM11063-LAV-M,"Lace and mesh teddy with thong back / Lavender / Medium",Teddy,STM11063,0,"STM\11063_LAV_F"
STM11063-LAV-L,"Lace and mesh teddy with thong back / Lavender / Large",Teddy,STM11063,0,"STM\11063_LAV_F"
STM11063-LAV-XL,"Lace and mesh teddy with thong back / Lavender / X-Large",Teddy,STM11063,0,"STM\11063_LAV_F"
STM11063X-BLK-1X2X,"Lace and mesh teddy with thong back / Black / 1X2X",Teddy,STM11063X,0,"STM\11063X_BLK_F"
STM11063X-BLK-3X4X,"Lace and mesh teddy with thong back / Black / 3X4X",Teddy,STM11063X,0,"STM\11063X_BLK_F"
STM11063X-LAV-1X2X,"Lace and mesh teddy with thong back / Lavender / 1X2X",Teddy,STM11063X,0,"STM\11063X_LAV_F"
STM11063X-LAV-3X4X,"Lace and mesh teddy with thong back / Lavender / 3X4X",Teddy,STM11063X,0,"STM\11063X_LAV_F"
STM11064-BLK-S,"Two piece lace and mesh babydoll and panty set / Black / Small",Babydoll,STM11064,0,"STM\11064_BLK_F"
STM11064-BLK-M,"Two piece lace and mesh babydoll and panty set / Black / Medium",Babydoll,STM11064,0,"STM\11064_BLK_F"
STM11064-BLK-L,"Two piece lace and mesh babydoll and panty set / Black / Large",Babydoll,STM11064,0,"STM\11064_BLK_F"
STM11064-BLK-XL,"Two piece lace and mesh babydoll and panty set / Black / X-Large",Babydoll,STM11064,0,"STM\11064_BLK_F"
STM11064-LAV-S,"Two piece lace and mesh babydoll and panty set / Lavender / Small",Babydoll,STM11064,0,"STM\11064_LAV_F"
STM11064-LAV-M,"Two piece lace and mesh babydoll and panty set / Lavender / Medium",Babydoll,STM11064,0,"STM\11064_LAV_F"
STM11064-LAV-L,"Two piece lace and mesh babydoll and panty set / Lavender / Large",Babydoll,STM11064,0,"STM\11064_LAV_F"
STM11064-LAV-XL,"Two piece lace and mesh babydoll and panty set / Lavender / X-Large",Babydoll,STM11064,0,"STM\11064_LAV_F"
STM11064X-BLK-1X2X,"Two piece lace and mesh babydoll and panty set / Black / 1X2X",Babydoll,STM11064X,0,"STM\11064X_BLK_F"
STM11064X-BLK-3X4X,"Two piece lace and mesh babydoll and panty set / Black / 3X4X",Babydoll,STM11064X,0,"STM\11064X_BLK_F"
STM11064X-LAV-1X2X,"Two piece lace and mesh babydoll and panty set / Lavender / 1X2X",Babydoll,STM11064X,0,"STM\11064X_LAV_F"
STM11064X-LAV-3X4X,"Two piece lace and mesh babydoll and panty set / Lavender / 3X4X",Babydoll,STM11064X,0,"STM\11064X_LAV_F"
STM11066-MAU-S,"Lace and mesh teddy with grommet lace-up front / Mauve / Small",Teddy,STM11066,0,"STM\11066_MAUVE_F"
STM11066-MAU-M,"Lace and mesh teddy with grommet lace-up front / Mauve / Medium",Teddy,STM11066,0,"STM\11066_MAUVE_F"
STM11066-MAU-L,"Lace and mesh teddy with grommet lace-up front / Mauve / Large",Teddy,STM11066,0,"STM\11066_MAUVE_F"
STM11066-MAU-XL,"Lace and mesh teddy with grommet lace-up front / Mauve / X-Large",Teddy,STM11066,0,"STM\11066_MAUVE_F"
STM11066X-MAU-1X2X,"Lace and mesh teddy with grommet lace-up front / Mauve / 1X2X",Teddy,STM11066X,0,"STM\11066X_MAUVE_F"
STM11066X-MAU-3X4X,"Lace and mesh teddy with grommet lace-up front / Mauve / 3X4X",Teddy,STM11066X,0,"STM\11066X_MAUVE_F"
STM11067-LEO-S,"Lace and leopard print mesh strappy teddy / Leopard / Small",Teddy,STM11067,0,"STM\11067_LEOPARD_F"
STM11067-LEO-M,"Lace and leopard print mesh strappy teddy / Leopard / Medium",Teddy,STM11067,0,"STM\11067_LEOPARD_F"
STM11067-LEO-L,"Lace and leopard print mesh strappy teddy / Leopard / Large",Teddy,STM11067,0,"STM\11067_LEOPARD_F"
STM11067-LEO-XL,"Lace and leopard print mesh strappy teddy / Leopard / X-Large",Teddy,STM11067,0,"STM\11067_LEOPARD_F"
STM11067X-LEO-1X2X,"Lace and leopard print mesh strappy teddy / Leopard / 1X2X",Teddy,STM11067X,0,"STM\11067X_LEOPARD_F"
STM11067X-LEO-3X4X,"Lace and leopard print mesh strappy teddy / Leopard / 3X4X",Teddy,STM11067X,0,"STM\11067X_LEOPARD_F"
STM11068-LEO-S,"Two piece leopard print and point d'esprit mesh babydoll and panty set / Leopard / Small",Babydoll,STM11068,2,"STM\11068_LEOPARD_F"
STM11068-LEO-M,"Two piece leopard print and point d'esprit mesh babydoll and panty set / Leopard / Medium",Babydoll,STM11068,1,"STM\11068_LEOPARD_F"
STM11068-LEO-L,"Two piece leopard print and point d'esprit mesh babydoll and panty set / Leopard / Large",Babydoll,STM11068,4,"STM\11068_LEOPARD_F"
STM11068-LEO-XL,"Two piece leopard print and point d'esprit mesh babydoll and panty set / Leopard / X-Large",Babydoll,STM11068,5,"STM\11068_LEOPARD_F"
STM11068X-LEO-1X2X,"Two piece leopard print and point d'esprit mesh babydoll and panty set / Leopard / 1X2X",Babydoll,STM11068X,10,"STM\11068X_LEOPARD_F"
STM11068X-LEO-3X4X,"Two piece leopard print and point d'esprit mesh babydoll and panty set / Leopard / 3X4X",Babydoll,STM11068X,3,"STM\11068X_LEOPARD_F"
STM11070P-PUR-OS,"Two piece chemise set.  Galloon lace and dot mesh chemise and g-string set / Purple / Onesize",Chemise,STM11070P,1,"STM\11070P_PURPLE_F"
STM11070XP-PUR-QS,"Two piece chemise set.  Galloon lace and dot mesh chemise and g-string set / Purple / Queensize",Chemise,STM11070XP,6,"STM\11070XP_PURPLE_F"
STM11071P-BLK-OS,"Floral lace strappy teddy with open crotch / Black / Onesize",Teddy,STM11071P,0,"STM\11071P_BLK_F"
STM11071P-RED-OS,"Floral lace strappy teddy with open crotch / Red / Onesize",Teddy,STM11071P,0,"STM\11071P_RED_F"
STM11072P-TEA-OS,"Two piece babydoll set.  Mesh babydoll and open crotch panty / Teal / Onesize",Babydoll,STM11072P,0,"STM\11072P_TEAL_F"
STM11072P-BLK-OS,"Two piece babydoll set.  Mesh babydoll and open crotch panty / Black / Onesize",Babydoll,STM11072P,3,"STM\11072P_BLK_F"
STM11072XP-BLK-QS,"Two piece babydoll set.  Mesh babydoll and open crotch panty / Black / Queensize",Babydoll,STM11072XP,8,"STM\11072XP_BLK_F"
STM11072XP-TEA-QS,"Two piece babydoll set.  Mesh babydoll and open crotch panty / Teal / Queensize",Babydoll,STM11072XP,8,"STM\11072XP_TEAL_F"
STM11073P-BLU-OS,"Two piece bra set.  Lace bra and panty with open crotch and lace-up back / Blue / Onesize","Bra Set",STM11073P,10,"STM\11073P_BLUE_F"
STM11073P-NPNK-OS,"Two piece bra set.  Lace bra and panty with open crotch and lace-up back / Neon Pink / Onesize","Bra Set",STM11073P,1,"STM\11073P_PINK_F"
STM11075-BLK-S,"Lace and microfiber open cup teddy / Black / Small",Teddy,STM11075,0,"STM\11075_BLK_F"
STM11075-BLK-M,"Lace and microfiber open cup teddy / Black / Medium",Teddy,STM11075,0,"STM\11075_BLK_F"
STM11075-BLK-L,"Lace and microfiber open cup teddy / Black / Large",Teddy,STM11075,0,"STM\11075_BLK_F"
STM11075-BLK-XL,"Lace and microfiber open cup teddy / Black / X-Large",Teddy,STM11075,0,"STM\11075_BLK_F"
STM11075X-BLK-1X2X,"Lace and microfiber open cup teddy / Black / 1X2X",Teddy,STM11075X,0,"STM\11075X_BLK_F"
STM11075X-BLK-3X4X,"Lace and microfiber open cup teddy / Black / 3X4X",Teddy,STM11075X,0,"STM\11075X_BLK_F"
STM11077-BLK-S,"Two piece lace bralette and panty set / Black / Small","Bra Set",STM11077,14,"STM\11077_BLK_F"
STM11077-BLK-M,"Two piece lace bralette and panty set / Black / Medium","Bra Set",STM11077,0,"STM\11077_BLK_F"
STM11077-BLK-L,"Two piece lace bralette and panty set / Black / Large","Bra Set",STM11077,13,"STM\11077_BLK_F"
STM11077-BLK-XL,"Two piece lace bralette and panty set / Black / X-Large","Bra Set",STM11077,0,"STM\11077_BLK_F"
STM11077-NVY-S,"Two piece lace bralette and panty set / Navy / Small","Bra Set",STM11077,0,"STM\11077_NAVY_F"
STM11077-NVY-M,"Two piece lace bralette and panty set / Navy / Medium","Bra Set",STM11077,0,"STM\11077_NAVY_F"
STM11077-NVY-XL,"Two piece lace bralette and panty set / Navy / X-Large","Bra Set",STM11077,0,"STM\11077_NAVY_F"
STM11077-NVY-L,"Two piece lace bralette and panty set / Navy / Large","Bra Set",STM11077,0,"STM\11077_NAVY_F"
STM11077-BLSH-S,"Two piece lace bralette and panty set / Blush / Small","Bra Set",STM11077,0,"STM\11077_BLUSH_F"
STM11077-BLSH-M,"Two piece lace bralette and panty set / Blush / Medium","Bra Set",STM11077,0,"STM\11077_BLUSH_F"
STM11077-BLSH-L,"Two piece lace bralette and panty set / Blush / Large","Bra Set",STM11077,0,"STM\11077_BLUSH_F"
STM11077-BLSH-XL,"Two piece lace bralette and panty set / Blush / X-Large","Bra Set",STM11077,0,"STM\11077_BLUSH_F"
STM11077X-BLK-1X2X,"Two piece lace bralette and panty set / Black / 1X2X","Bra Set",STM11077X,2,"STM\11077X_BLK_F"
STM11077X-BLK-3X4X,"Two piece lace bralette and panty set / Black / 3X4X","Bra Set",STM11077X,28,"STM\11077X_BLK_F"
STM11077X-NVY-1X2X,"Two piece lace bralette and panty set / Navy / 1X2X","Bra Set",STM11077X,54,"STM\11077X_NAVY_F"
STM11077X-NVY-3X4X,"Two piece lace bralette and panty set / Navy / 3X4X","Bra Set",STM11077X,55,"STM\11077X_NAVY_F"
STM11077X-BLSH-1X2X,"Two piece lace bralette and panty set / Blush / 1X2X","Bra Set",STM11077X,0,"STM\11077X_BLUSH_F"
