stock_code,parent_stock_type,parent_stock_code,stock_available
PL20030-PNK-S/M,Teddy,PL20030,5,"PL\20030-PNK-0802","PL\20030-PNK-0810.jpg","PL\20030-PNK-0792.jpg","PL\20030-PNK-0815.jpg"
PL20031X-BLK-1X/2X,Bodysuit,PL20031X,4,"PL\20031X-BLK-1921","PL\20031X-BLK-1920.jpg","PL\20031X-BLK-1929.jpg","PL\20031X-BLK-1942.jpg","PL\20031X-BLK-1948.jpg","PL\20031X-BLK-1940.jpg"
PL20031X-BLK-3X/4X,Bodysuit,PL20031X,3,"PL\20031X-BLK-1921","PL\20031X-BLK-1920.jpg","PL\20031X-BLK-1929.jpg","PL\20031X-BLK-1942.jpg","PL\20031X-BLK-1940.jpg","PL\20031X-BLK-1948.jpg"
PL20032-BLK-S/M,Bodysuit,PL20032,2,"PL\20032-BLK-Off-The-Wall-1pc-seamless-body-5839","PL\20032-BLK-Off-The-Wall-1pc-seamless-body-5870.jpg"
PL20032-WHT-M/L,Bodysuit,PL20032,18,"PL\20032-WHT-Off-The-Wall-1pc-seamless-body-5283","PL\20032-WHT-Off-The-Wall-1pc-seamless-body-5296.jpg","PL\20032-WHT-Off-The-Wall-1pc-seamless-body-5323.jpg"
PL20032-WHT-S/M,Bodysuit,PL20032,3,"PL\20032-WHT-Off-The-Wall-1pc-seamless-body-5283","PL\20032-WHT-Off-The-Wall-1pc-seamless-body-5296.jpg","PL\20032-WHT-Off-The-Wall-1pc-seamless-body-5323.jpg"
PL20032X-BLK-3X/4X,Bodysuit,PL20032X,6,"PL\20032X-BLK--Off-The-Wall-Seamless-Bodysuit-6254","PL\20032X-BLK--Off-The-Wall-Seamless-Bodysuit-6270.jpg"
PL20033X-BLK-1X/2X,Bodysuit,PL20033X,2,"PL\20033X-BLK--So-Fresh-Seamless-Bodysuit--6194","PL\20033X-BLK--So-Fresh-Seamless-Bodysuit--6204.jpg"
PL20033X-BLK-3X/4X,Bodysuit,PL20033X,2,"PL\20033X-BLK--So-Fresh-Seamless-Bodysuit--6194.jpg","PL\20033X-BLK--So-Fresh-Seamless-Bodysuit--6204.jpg"
PL20033X-PNK-1X/2X,Bodysuit,PL20033X,9,"PL\20033X-PNK--So-Fresh-Seamless-Bodysuit-6157.jpg"
PL20033X-PNK-3X/4X,Bodysuit,PL20033X,5,"PL\20033X-PNK--So-Fresh-Seamless-Bodysuit-6157.jpg"
PL20034-BLK-M/L,Bodysuit,PL20034,14,"PL\20034-BLK--V-Is-For-Vixen-Bodysuit-4861","PL\20034-BLK--V-Is-For-Vixen-Bodysuit-4876.jpg","PL\20034-BLK--V-Is-For-Vixen-Bodysuit-4834.jpg","PL\20034-BLK--V-Is-For-Vixen-Bodysuit-4858.jpg"
PL20034-BLK-S/M,Bodysuit,PL20034,14,"PL\20034-BLK--V-Is-For-Vixen-Bodysuit-4861","PL\20034-BLK--V-Is-For-Vixen-Bodysuit-4876.jpg","PL\20034-BLK--V-Is-For-Vixen-Bodysuit-4834.jpg","PL\20034-BLK--V-Is-For-Vixen-Bodysuit-4858.jpg"
PL20034-PNK-S/M,Bodysuit,PL20034,10,"PL\20034-PNK--V-Is-For-Vixen-Bodysuit-5581","PL\20034-PNK--V-Is-For-Vixen-Bodysuit-5612.jpg","PL\20034-PNK--V-Is-For-Vixen-Bodysuit-5587.jpg","PL\20034-PNK--V-Is-For-Vixen-Bodysuit-5618.jpg"
PL20034-PNK-M/L,Bodysuit,PL20034,17,"PL\20034-PNK--V-Is-For-Vixen-Bodysuit-5581","PL\20034-PNK--V-Is-For-Vixen-Bodysuit-5612.jpg","PL\20034-PNK--V-Is-For-Vixen-Bodysuit-5587.jpg","PL\20034-PNK--V-Is-For-Vixen-Bodysuit-5618.jpg"
PL22001-BLK-M/L,Chemise,PL22001,5,"PL\22001-BLK","PL\22001-BLK-B.jpg"
PL22005X-BLK-3X/4X,Chemise,PL22005X,0,"PL\22005X-BLK-8252","PL\22005X-BLK-8298.jpg"
PL22005X-BLK-1X/2X,Chemise,PL22005X,0,"PL\22005X-BLK-8252","PL\22005X-BLK-8298.jpg"
PL22006X-BLK-1X/2X,Chemise,PL22006X,3,"PL\22006X-BLK-7439","PL\22006X-BLK-7461.jpg"
PL22006X-BLK-3X/4X,Chemise,PL22006X,5,"PL\22006X-BLK-7439","PL\22006X-BLK-7461.jpg"
PL23012-BLK-M/L,"Bra Set",PL23012,6,"PL\23012-BLK","PL\23012-BLK-B.jpg"
PL23012-BLK-S/M,"Bra Set",PL23012,7,"PL\23012-BLK","PL\23012-BLK-B.jpg"
PL23012-PNK-M/L,"Bra Set",PL23012,6,"PL\23012-PNK","PL\23012-PNK-B.jpg"
PL23012-PNK-S/M,"Bra Set",PL23012,7,"PL\23012-PNK","PL\23012-PNK-B.jpg"
PL23014-BLK-M/L,"Bra Set",PL23014,0,"PL\23014-BLK","PL\23014-BLK-B.jpg"
PL23014-BLK-S/M,"Bra Set",PL23014,0,"PL\23014-BLK","PL\23014-BLK-B.jpg"
PL23020-BLK-M/L,"Bra Set",PL23020,7,"PL\23020-BLK","PL\23020-BLK-B.jpg"
PL23023-BLK-M/L,"Bra Set",PL23023,4,"PL\23023-BLK","PL\23023-BLK-B.jpg"
PL23023-BLK-S/M,"Bra Set",PL23023,3,"PL\23023-BLK","PL\23023-BLK-B.jpg"
PL23026-BLK-M/L,"Bra Set",PL23026,7,"PL\23026-BLK","PL\23026-BLK-B.jpg"
PL23027-BLK-M/L,"Bra Set",PL23027,11,"PL\23027-BLK","PL\23027-BLK-B.jpg"
PL23039,"Bra Set",PL23039,55,"PL\23039-PNK","PL\23039-PNK-B.jpg"
PL23040-BLK-M/L,"Bra Set",PL23040,3,"PL\23040-BLK","PL\23040-BLK-B.jpg"
