id,stock_code,associated_ref,stock_desc,long_desc,epos_desc,web_teaser,sell_price,sell_price_web,image_filename,vat_rate,stock_type,stock_type_id,stock_mid_type,stock_mid_type_id,sub_type,stock_sub_type,sub_type_id,manufacturer,supplier_stock_code,lead_time,weight,stock_ttype,stock_ttype_id,web_pageorder,web_colourvalue,deleted,web,discounted,drop_ship,discounts_disabled,run_to_zero,vat_relief_qualified,stock_id,stock_controlled,availability,meta_title,meta_description,meta_keywords,max_display_qty,launch_date,launch_time,reward_points,reorder_multiple,purchase_multiple,min_level,safe_level,height,width,depth,depth,country_of_manufacture
136,AL-12006,,"TRIPLE X LEATHER CROP WITH METAL HANDLE","TRIPLE X LEATHER CROP WITH METAL HANDLE. Leather",,,13.34,0,?,20,Accessories,215,,0,,,0,Allure,,1,100,Lingerie,9,0,default,0,0,0,0,0,0,0,65157,-1,,,,,0,,,0,1,0,0,0,30,8,2,
137,AL-12007,,"TRIPLE X LEATHER WHIP WITH METAL HANDLE","TRIPLE X LEATHER WHIP WITH METAL HANDLE. Leather",,,10.26,0,?,20,Accessories,215,,0,,,0,Allure,,1,100,Lingerie,9,0,default,0,0,0,0,0,0,0,65158,-1,,,,,0,,,0,1,0,0,0,30,8,2,
138,AL-12008,,"TRIPLE X LEATHER WHIP","TRIPLE X LEATHER WHIP. Leather",,,25.65,0,?,20,Accessories,215,,0,,,0,Allure,,1,100,Lingerie,9,0,default,0,0,0,0,0,0,0,65159,-1,,,,,0,,,0,1,0,0,0,30,8,2,
139,AL-12009,,"TRIPLE X LEATHER PADDLE","TRIPLE X LEATHER PADDLE. Leather",,,12.31,0,?,20,Accessories,215,,0,,,0,Allure,,1,100,Lingerie,9,0,default,0,0,0,0,0,0,0,65160,-1,,,,,0,,,0,1,0,0,0,30,8,2,
140,AL-12010,,"TRIPLE X LEATHER CROP WITH METAL HANDLE","TRIPLE X LEATHER CROP WITH METAL HANDLE. Leather",,,10.26,0,?,20,Accessories,215,,0,,,0,Allure,,1,100,Lingerie,9,0,default,0,0,0,0,0,0,0,65161,-1,,,,,0,,,0,1,0,0,0,30,8,2,
141,AL-12011,,"TRIPLE X LEATHER LEASH","TRIPLE X LEATHER LEASH. Leather",,,4.1,0,?,20,Accessories,215,,0,,,0,Allure,,1,100,Lingerie,9,0,default,0,0,0,0,0,0,0,65162,-1,,,,,0,,,0,1,0,0,0,30,8,2,
146,ADORE-1018REFL,,"7"" Heel, 2 3/4"" PF Open Toe/Heel Ankle Boot, Side Zip",,,,53.68,0,?,20,Boots,96,,0,Ankle,Ankle,5,Pleaser,,1,500,Footwear,14,0,default,0,-1,0,0,0,0,0,43546,0,,,,,0,,,0,1,0,0,0,3.7,9.4,14.2,
149,ADORE-1018SP,,"7"" Heel, 2 3/4"" PF Open Toe/Heel Ankle Boot, Side Zip",,,,53.68,0,?,20,Boots,96,,0,Ankle,Ankle,5,Pleaser,,1,500,Footwear,14,0,default,0,-1,0,0,0,0,0,43554,0,,,,,0,,,0,1,0,0,0,3.7,9.4,14.2,
152,ADORE-1018T,,"7"" Heel, 2 3/4"" Tinted PF Open Toe Ankle Boot, Side Zip",,,,53.68,0,?,20,Boots,96,,0,Ankle,Ankle,5,Pleaser,,1,500,Footwear,14,0,default,0,-1,0,0,0,0,0,43563,0,,,,,0,,,0,1,0,0,0,3.7,9.4,14.2,
156,AL-13-0012K,,"Kiki Mini Garter Skirt","Kiki Mini Garter Skirt. 90% Polyester 10% Elastan",,,15.39,0,?,20,Skirt,88,,0,,,0,Allure,,1,120,Lingerie,9,0,default,0,0,0,0,0,-1,0,65202,-1,,,,,0,,,0,1,0,0,0,23,15,4,
157,AL-13-0022K,,"Ella Zipper Skirt","Ella Zipper Skirt. 90% Polyester 10% Elastan",,,14.36,0,?,20,Skirt,88,,0,,,0,Allure,,1,120,Lingerie,9,0,default,0,0,0,0,0,-1,0,65203,-1,,,,,0,,,0,1,0,0,0,23,15,4,
159,ADORE-1019,,"7"" Heel, 2 3/4"" PF Open Toe/Heel Ankle Boot, Side Zip",,,,52.8,0,?,20,Boots,96,,0,Ankle,Ankle,5,Pleaser,,1,500,Footwear,14,0,default,0,-1,0,0,0,0,0,43569,0,,,,,0,,,0,1,0,0,0,3.7,9.4,14.2,
160,ADORE-708OMBRE,,"7"" Heel, 2 3/4"" Ombre Glittered PF Ankle Strap Sandal",,,,33,0,?,20,Sandal,95,,0,"Ankle Strap","Ankle Strap",3,Pleaser,,1,300,Footwear,14,0,default,0,0,0,0,0,0,0,45678,0,,,,,0,,,0,1,0,0,0,3.7,10.2,11.4,
162,ADORE-1020,,"7"" Heel, 2 3/4"" PF Lace-Up Ankle BT, Side Zip",,,,51.04,0,?,20,Boots,96,,0,Ankle,Ankle,5,Pleaser,,1,500,Footwear,14,0,default,0,-1,0,0,0,0,0,43583,0,,,,,0,,,0,1,0,0,0,3.7,9.4,14.2,
163,ADORE-708REFL,,"7"" Heel, 2 3/4"" PF Ankle Strap Sandal w/ Reflective Effect",,,,35.2,0,?,20,Sandal,95,,0,"Ankle Strap","Ankle Strap",3,Pleaser,,1,300,Footwear,14,0,default,0,0,0,0,0,0,0,45727,0,,,,,0,,,0,1,0,0,0,3.7,10.2,11.4,
165,ADORE-1020BP,,"7"" Heel, 2 3/4"" PF Lace-Up Ankle Boot, Side Zip",,,,55.44,0,?,20,Boots,96,,0,Ankle,Ankle,5,Pleaser,,1,500,Footwear,14,0,default,0,-1,0,0,0,0,0,43674,0,,,,,0,,,0,1,0,0,0,3.7,9.4,14.2,
167,AL-13-1072K,,"Risque Kitten Skirt","Risque Kitten Skirt. 90% Polyester 10% Elastan",,,6.67,0,?,20,Skirt,88,,0,,,0,Allure,,1,120,Lingerie,9,0,default,0,0,0,0,0,0,0,65114,-1,,,,,0,,,0,1,0,0,0,23,15,2,
169,AL-13-1102X,,"A classic wet look garter skirt with sassy detailing on the back.","A classic wet look garter skirt with sassy detailing on the back. . 90% Polyester 10% Elastan",,,14.36,0,?,20,Skirt,88,,0,,,0,Allure,,1,120,Lingerie,9,0,default,0,0,0,0,0,-1,0,65336,-1,,,,,0,,,0,1,0,0,0,24,17,5,
