stock_code,description,parent_stock_type,parent_stock_code,stock_available
MPPAK873-TRQ-L,"Shirred Pouch Manty - Turqouise Large",Brief,MPPAK873,2,"Male_Power\PAK873TQ.jpg","Male_Power\PAK873TQ_Back.jpg"
MPPAK873-TRQ-XL,"Shirred Pouch Manty - Turqouise X-Large",Brief,MPPAK873,2,"Male_Power\PAK873TQ.jpg","Male_Power\PAK873TQ_Back.jpg"
MPPAK874-BLK-S,"Full Cut Thong Back - Black Small",Thong,MPPAK874,3,"Male_Power\PAK874BK.jpg","Male_Power\PAK874BK_Back.jpg"
MPPAK874-BLK-M,"Full Cut Thong Back - Black Medium",Thong,MPPAK874,3,"Male_Power\PAK874BK.jpg","Male_Power\PAK874BK_Back.jpg"
MPPAK874-BLK-L,"Full Cut Thong Back - Black Large",Thong,MPPAK874,6,"Male_Power\PAK874BK.jpg","Male_Power\PAK874BK_Back.jpg"
MPPAK874-BLK-XL,"Full Cut Thong Back - Black X-Large",Thong,MPPAK874,4,"Male_Power\PAK874BK.jpg","Male_Power\PAK874BK_Back.jpg"
MPPAK874-LME-S,"Full Cut Thong Back - Lime Small",Thong,MPPAK874,2,"Male_Power\PAK874LM.jpg","Male_Power\PAK874LM_Back.jpg"
MPPAK874-LME-M,"Full Cut Thong Back - Lime Medium",Thong,MPPAK874,2,"Male_Power\PAK874LM.jpg","Male_Power\PAK874LM_Back.jpg"
MPPAK874-LME-L,"Full Cut Thong Back - Lime Large",Thong,MPPAK874,2,"Male_Power\PAK874LM.jpg","Male_Power\PAK874LM_Back.jpg"
MPPAK874-LME-XL,"Full Cut Thong Back - Lime X-Large",Thong,MPPAK874,2,"Male_Power\PAK874LM.jpg","Male_Power\PAK874LM_Back.jpg"
MPPAK874-ORG-S,"Full Cut Thong Back - Orange Small",Thong,MPPAK874,2,"Male_Power\PAK874OR.jpg","Male_Power\PAK874OR_Back.jpg"
MPPAK874-ORG-M,"Full Cut Thong Back - Orange Medium",Thong,MPPAK874,1,"Male_Power\PAK874OR.jpg","Male_Power\PAK874OR_Back.jpg"
MPPAK874-ORG-L,"Full Cut Thong Back - Orange Large",Thong,MPPAK874,3,"Male_Power\PAK874OR.jpg","Male_Power\PAK874OR_Back.jpg"
MPPAK874-ORG-XL,"Full Cut Thong Back - Orange X-Large",Thong,MPPAK874,2,"Male_Power\PAK874OR.jpg","Male_Power\PAK874OR_Back.jpg"
MPPAK874-TRQ-XL,"Full Cut Thong Back - Turqouise X-Large",Thong,MPPAK874,4,"Male_Power\PAK874TQ.jpg","Male_Power\PAK874TQ_Back.jpg"
MPPAK875-BLK-M,"Micro Mini Pouch Short - Black Medium",Shorts,MPPAK875,2,"Male_Power\PAK875BK.jpg","Male_Power\PAK875BK_Back.jpg"
MPPAK875-BLK-L,"Micro Mini Pouch Short - Black Large",Shorts,MPPAK875,2,"Male_Power\PAK875BK.jpg","Male_Power\PAK875BK_Back.jpg"
MPPAK875-BLK-XL,"Micro Mini Pouch Short - Black X-Large",Shorts,MPPAK875,2,"Male_Power\PAK875BK.jpg","Male_Power\PAK875BK_Back.jpg"
MPPAK875-LME-M,"Micro Mini Pouch Short - Lime Medium",Shorts,MPPAK875,2,"Male_Power\PAK875LM.jpg","Male_Power\PAK875LM_Back.jpg"
MPPAK875-LME-L,"Micro Mini Pouch Short - Lime Large",Shorts,MPPAK875,1,"Male_Power\PAK875LM.jpg","Male_Power\PAK875LM_Back.jpg"
MPPAK875-LME-XL,"Micro Mini Pouch Short - Lime X-Large",Shorts,MPPAK875,2,"Male_Power\PAK875LM.jpg","Male_Power\PAK875LM_Back.jpg"
MPPAK875-ORG-S,"Micro Mini Pouch Short - Orange Small",Shorts,MPPAK875,2,"Male_Power\PAK875OR.jpg","Male_Power\PAK875OR_Back.jpg"
MPPAK875-ORG-M,"Micro Mini Pouch Short - Orange Medium",Shorts,MPPAK875,2,"Male_Power\PAK875OR.jpg","Male_Power\PAK875OR_Back.jpg"
MPPAK875-ORG-L,"Micro Mini Pouch Short - Orange Large",Shorts,MPPAK875,2,"Male_Power\PAK875OR.jpg","Male_Power\PAK875OR_Back.jpg"
MPPAK875-ORG-XL,"Micro Mini Pouch Short - Orange X-Large",Shorts,MPPAK875,2,"Male_Power\PAK875OR.jpg","Male_Power\PAK875OR_Back.jpg"
MPPAK875-TRQ-S,"Micro Mini Pouch Short - Turqouise Small",Shorts,MPPAK875,1,"Male_Power\PAK875TQ.jpg","Male_Power\PAK875TQ_Back.jpg"
MPPAK875-TRQ-M,"Micro Mini Pouch Short - Turqouise Medium",Shorts,MPPAK875,2,"Male_Power\PAK875TQ.jpg","Male_Power\PAK875TQ_Back.jpg"
MPPAK875-TRQ-L,"Micro Mini Pouch Short - Turqouise Large",Shorts,MPPAK875,2,"Male_Power\PAK875TQ.jpg","Male_Power\PAK875TQ_Back.jpg"
MPPAK875-TRQ-XL,"Micro Mini Pouch Short - Turqouise X-Large",Shorts,MPPAK875,1,"Male_Power\PAK875TQ.jpg","Male_Power\PAK875TQ_Back.jpg"
MPPAK881-BLK-L,"Brazilian Pouch Bikini - Black Large",Bikini,MPPAK881,7,"Male_Power\PAK881BK.jpg","Male_Power\PAK881BK_Back.jpg"
MPPAK881-BLK-M,"Brazilian Pouch Bikini - Black Medium",Bikini,MPPAK881,7,"Male_Power\PAK881BK.jpg","Male_Power\PAK881BK_Back.jpg"
MPPAK881-BLK-S,"Brazilian Pouch Bikini - Black Small",Bikini,MPPAK881,7,"Male_Power\PAK881BK.jpg","Male_Power\PAK881BK_Back.jpg"
MPPAK881-BLK-XL,"Brazilian Pouch Bikini - Black X-Large",Bikini,MPPAK881,5,"Male_Power\PAK881BK.jpg","Male_Power\PAK881BK_Back.jpg"
MPPAK882-BLK-S/M,"Mini Pouch Thong - Black Small/Medium",Thong,MPPAK882,3,"Male_Power\PAK882BK.jpg","Male_Power\PAK882BK_Back.jpg"
MPPAK882-WHT-L/XL,"Mini Pouch Thong - White Large/X-Large",Thong,MPPAK882,2,"Male_Power\PAK882WH.jpg","Male_Power\PAK882WH_Back.jpg"
MPPAK882-WHT-S/M,"Mini Pouch Thong - White Small/Medium",Thong,MPPAK882,1,"Male_Power\PAK882WH.jpg","Male_Power\PAK882WH_Back.jpg"
MPPAK882-BLK-L/XL,"Mini Pouch Thong - Black Large/X-Large",Thong,MPPAK882,3,"Male_Power\PAK882BK.jpg","Male_Power\PAK882BK_Back.jpg"
MPPAK883-BLK-L,"Shirred Pouch Manty - Black Large",Brief,MPPAK883,5,"Male_Power\PAK883BK.jpg","Male_Power\PAK883BK_Back.jpg"
MPPAK883-BLK-M,"Shirred Pouch Manty - Black Medium",Brief,MPPAK883,5,"Male_Power\PAK883BK.jpg","Male_Power\PAK883BK_Back.jpg"
MPPAK883-BLK-S,"Shirred Pouch Manty - Black Small",Brief,MPPAK883,6,"Male_Power\PAK883BK.jpg","Male_Power\PAK883BK_Back.jpg"
MPPAK883-BLK-XL,"Shirred Pouch Manty - Black X-Large",Brief,MPPAK883,1,"Male_Power\PAK883BK.jpg","Male_Power\PAK883BK_Back.jpg"
MPPAK883-WHT-L,"Shirred Pouch Manty - White Large",Brief,MPPAK883,1,"Male_Power\PAK883WH.jpg","Male_Power\PAK883WH_Back.jpg"
MPPAK883-WHT-M,"Shirred Pouch Manty - White Medium",Brief,MPPAK883,3,"Male_Power\PAK883WH.jpg","Male_Power\PAK883WH_Back.jpg"
MPPAK883-WHT-S,"Shirred Pouch Manty - White Small",Brief,MPPAK883,3,"Male_Power\PAK883WH.jpg","Male_Power\PAK883WH_Back.jpg"
MPPAK883-WHT-XL,"Shirred Pouch Manty - White X-Large",Brief,MPPAK883,3,"Male_Power\PAK883WH.jpg","Male_Power\PAK883WH_Back.jpg"
MPPAK884-BLK-L,"Full Cut Thong Back - Black Large",Thong,MPPAK884,5,"Male_Power\PAK884BK.jpg","Male_Power\PAK884BK_Back.jpg"
MPPAK884-BLK-M,"Full Cut Thong Back - Black Medium",Thong,MPPAK884,7,"Male_Power\PAK884BK.jpg","Male_Power\PAK884BK_Back.jpg"
MPPAK884-BLK-S,"Full Cut Thong Back - Black Small",Thong,MPPAK884,6,"Male_Power\PAK884BK.jpg","Male_Power\PAK884BK_Back.jpg"
MPPAK884-BLK-XL,"Full Cut Thong Back - Black X-Large",Thong,MPPAK884,7,"Male_Power\PAK884BK.jpg","Male_Power\PAK884BK_Back.jpg"
MPPAK884-WHT-L,"Full Cut Thong Back - White Large",Thong,MPPAK884,2,"Male_Power\PAK884WH.jpg","Male_Power\PAK884WH_Back.jpg"
MPPAK884-WHT-S,"Full Cut Thong Back - White Small",Thong,MPPAK884,1,"Male_Power\PAK884WH.jpg","Male_Power\PAK884WH_Back.jpg"
MPPAK884-WHT-XL,"Full Cut Thong Back - White X-Large",Thong,MPPAK884,2,"Male_Power\PAK884WH.jpg","Male_Power\PAK884WH_Back.jpg"
MPPAK885-BLK-L,"Micro Mini Pouch Short - Black Large",Shorts,MPPAK885,6,"Male_Power\PAK885BK.jpg","Male_Power\PAK885BK_Back.jpg"
MPPAK885-BLK-M,"Micro Mini Pouch Short - Black Medium",Shorts,MPPAK885,7,"Male_Power\PAK885BK.jpg","Male_Power\PAK885BK_Back.jpg"
MPPAK885-BLK-S,"Micro Mini Pouch Short - Black Small",Shorts,MPPAK885,4,"Male_Power\PAK885BK.jpg","Male_Power\PAK885BK_Back.jpg"
MPPAK885-BLK-XL,"Micro Mini Pouch Short - Black X-Large",Shorts,MPPAK885,5,"Male_Power\PAK885BK.jpg","Male_Power\PAK885BK_Back.jpg"
MPPAK885-WHT-L,"Micro Mini Pouch Short - White Large",Shorts,MPPAK885,2,"Male_Power\PAK885WH.jpg","Male_Power\PAK885WH_Back.jpg"
MPPAK885-WHT-M,"Micro Mini Pouch Short - White Medium",Shorts,MPPAK885,2,"Male_Power\PAK885WH.jpg","Male_Power\PAK885WH_Back.jpg"
MPPAK885-WHT-S,"Micro Mini Pouch Short - White Small",Shorts,MPPAK885,2,"Male_Power\PAK885WH.jpg","Male_Power\PAK885WH_Back.jpg"
MPPAK885-WHT-XL,"Micro Mini Pouch Short - White X-Large",Shorts,MPPAK885,2,"Male_Power\PAK885WH.jpg","Male_Power\PAK885WH_Back.jpg"
MPPAK890-BLK-L/XL,"Singlet - Black Large/X-Large",Loungewear,MPPAK890,4,"Male_Power\PAK890BK.jpg","Male_Power\PAK890BK_Back.jpg"
MPPAK890-BLK-S/M,"Singlet - Black Small/Medium",Loungewear,MPPAK890,3,"Male_Power\PAK890BK.jpg","Male_Power\PAK890BK_Back.jpg"
MPPAK890-ROY-S/M,"Singlet - Royal Small/Medium",Loungewear,MPPAK890,1,"Male_Power\PAK890RO.jpg","Male_Power\PAK890RO_Back.jpg"
MPPAK890-WHT-S/M,"Singlet - White Small/Medium",Loungewear,MPPAK890,3,"Male_Power\PAK890WH.jpg","Male_Power\PAK890WH_Back.JPG"
MPPAK890-WHT-L/XL,"Singlet - White Large/X-Large",Loungewear,MPPAK890,2,"Male_Power\PAK890WH.jpg","Male_Power\PAK890WH_Back.JPG"
MPPAK891-ORG-OS,"Rip Of Harness Set - Orange One Size",Bondage,MPPAK891,3,"Male_Power\PAK891OR.jpg","Male_Power\PAK891OR_Back.jpg"
MPPAK891-BLK-OS,"Rip Of Harness Set - Black One Size",Bondage,MPPAK891,0,"Male_Power\PAK891BK.jpg","Male_Power\PAK891BK_Back.jpg"
MPSMS003-WHT-OS,"Open Blind Short - White One Size",Shorts,MPSMS003,1,"Male_Power\SMS003WHT.jpg"
MPSMS004-WHT-OS,"Gone Fishin Short - White One Size",Shorts,MPSMS004,2,"Male_Power\SMS004WHT.jpg"
MPSMS004-BLK-OS,"Gone Fishin Short - Black One Size",Shorts,MPSMS004,3,"Male_Power\SMS004.jpg","Male_Power\SMS004_Back.jpg"
MPSMS006-WNE-S,"Sleek Short w/sheer pouch - Wine Small",Shorts,MPSMS006,4,"Male_Power\SMS006WI.jpg","Male_Power\SMS006WI_Back.jpg"
MPSMS006-WNE-L,"Sleek Short w/sheer pouch - Wine Large",Shorts,MPSMS006,1,"Male_Power\SMS006WI.jpg","Male_Power\SMS006WI_Back.jpg"
MPSMS006-WNE-XL,"Sleek Short w/sheer pouch - Wine X-Large",Shorts,MPSMS006,1,"Male_Power\SMS006WI.jpg","Male_Power\SMS006WI_Back.jpg"
MPSMS007-BLK-L/XL,"Sleek Thong w/sheer pouch - Black Large/X-Large",Thong,MPSMS007,5,"Male_Power\SMS007BK.jpg","Male_Power\SMS007BK_Back.jpg"
MPSMS007-BLK-S/M,"Sleek Thong w/sheer pouch - Black Small/Medium",Thong,MPSMS007,4,"Male_Power\SMS007BK.jpg","Male_Power\SMS007BK_Back.jpg"
MPSMS007-WNE-S/M,"Sleek Thong w/sheer pouch - Wine Small/Medium",Thong,MPSMS007,5,"Male_Power\SMS007WI.jpg","Male_Power\SMS007WI_Back.jpg"
MPSMS007-WNE-L/XL,"Sleek Thong w/sheer pouch - Wine Large/X-Large",Thong,MPSMS007,6,"Male_Power\SMS007WI.jpg","Male_Power\SMS007WI_Back.jpg"
MPSMS008-CAM-S,"Mini Short - Camouflage Small",Shorts,MPSMS008,10,"Male_Power\SMS008OD.jpg","Male_Power\SMS008OD_Back.jpg"
MPSMS008-CAM-M,"Mini Short - Camouflage Medium",Shorts,MPSMS008,10,"Male_Power\SMS008OD.jpg","Male_Power\SMS008OD_Back.jpg"
MPSMS008-CAM-L,"Mini Short - Camouflage Large",Shorts,MPSMS008,11,"Male_Power\SMS008OD.jpg","Male_Power\SMS008OD_Back.jpg"
MPSMS008-CAM-XL,"Mini Short - Camouflage X-Large",Shorts,MPSMS008,11,"Male_Power\SMS008OD.jpg","Male_Power\SMS008OD_Back.jpg"
MPSMS009-CAM-S/M,"Bong Thong - Camouflage Small/Medium",Thong,MPSMS009,3,"Male_Power\SMS009OD.jpg","Male_Power\SMS009OD_Back.jpg"
MPSMS010-CAM-S,"Tank Top - Camouflage Small",Loungewear,MPSMS010,2,"Male_Power\SMS010CM.jpg","Male_Power\SMS010CM_Back.jpg"
MPSMS010-CAM-M,"Tank Top - Camouflage Medium",Loungewear,MPSMS010,2,"Male_Power\SMS010CM.jpg","Male_Power\SMS010CM_Back.jpg"
MPSMS010-CAM-L,"Tank Top - Camouflage Large",Loungewear,MPSMS010,2,"Male_Power\SMS010CM.jpg","Male_Power\SMS010CM_Back.jpg"
MPSMS010-CAM-XL,"Tank Top - Camouflage X-Large",Loungewear,MPSMS010,1,"Male_Power\SMS010CM.jpg","Male_Power\SMS010CM_Back.jpg"
MP102213-GRY-M,"Male Power V-Neck Tee Shirt  / Grey / Medium",Loungewear,MP102213,2,"Male_Power\102213GY"
MP102213-GRY-S,"Male Power V-Neck Tee Shirt  / Grey / Small",Loungewear,MP102213,2,"Male_Power\102213GY"
MP102213-GRY-XL,"Male Power V-Neck Tee Shirt  / Grey / X-Large",Loungewear,MP102213,2,"Male_Power\102213GY"
MP140206-SLV-L,"Male Power Short With Enhancer Pouch / Silver / Large",Brief,MP140206,2,"Male_Power\140206SI"
MP140206-SLV-M,"Male Power Short With Enhancer Pouch / Silver / Medium",Brief,MP140206,4,"Male_Power\140206SI"
MP140206-SLV-S,"Male Power Short With Enhancer Pouch / Silver / Small",Brief,MP140206,3,"Male_Power\140206SI"
MP140206-SLV-XL,"Male Power Short With Enhancer Pouch / Silver / X-Large",Brief,MP140206,1,"Male_Power\140206SI"
MP140206-COP-L,"Male Power Short With Enhancer Pouch / Copper / Large",Brief,MP140206,1,"Male_Power\140206CP"
MP143189-RED/BLK-L,"Male Power Rip Off Shorts / Red/Black / Large",Boxer,MP143189,1,"Male_Power\143189RE"
MP143189-RED/BLK-M,"Male Power Rip Off Shorts / Red/Black / Medium",Boxer,MP143189,1,"Male_Power\143189RE"
MP143189-RED/BLK-XL,"Male Power Rip Off Shorts / Red/Black / X-Large",Boxer,MP143189,1,"Male_Power\143189RE"
MP143189-SEA/BLK-XL,"Male Power Rip Off Shorts / Seafoam/Black / X-Large",Boxer,MP143189,2,"Male_Power\143189SI"
MP144173-WHT/BLK-SM,"Male Power Mini Pouch Short  / White/Black / Small/Medium",Boxer,MP144173,1,"Male_Power\144173WB"
MP145210-GRN-L,"Male Power Mini Short / Green / Large",Boxer,MP145210,2,"Male_Power\145210GN"
MP145210-GRN-M,"Male Power Mini Short / Green / Medium",Boxer,MP145210,1,"Male_Power\145210GN"
MP145210-GRN-S,"Male Power Mini Short / Green / Small",Boxer,MP145210,3,"Male_Power\145210GN"
MP145210-GRN-XL,"Male Power Mini Short / Green / X-Large",Boxer,MP145210,2,"Male_Power\145210GN"
MP145210-BGE-L,"Male Power Mini Short / Beige / Large",Boxer,MP145210,5,"Male_Power\145210BE"
MP145210-BGE-M,"Male Power Mini Short / Beige / Medium",Boxer,MP145210,1,"Male_Power\145210BE"
MP145210-BGE-XL,"Male Power Mini Short / Beige / X-Large",Boxer,MP145210,1,"Male_Power\145210BE"
MP150054-RED-L,"Male Power Lo Rise Pouch Enhancer Short / Red / Large",Boxer,MP150054,2,"Male_Power\150054RE"
MP150054-RED-XL,"Male Power Lo Rise Pouch Enhancer Short / Red / X-Large",Boxer,MP150054,2,"Male_Power\150054RE"
MP150054-BLK-L,"Male Power Lo Rise Pouch Enhancer Short / Black / Large",Boxer,MP150054,1,"Male_Power\150054BK"
MP150054-BLK-XL,"Male Power Lo Rise Pouch Enhancer Short / Black / X-Large",Boxer,MP150054,3,"Male_Power\150054BK"
MS6887-BLK-M,"Magic Silk Panel Short / Black / Medium",Boxer,MS6887,1,"Magic Silk\6887BLK"
MP153204-BLK-S,"Pouch Short - Black Small",Shorts,MP153204,2,"Male_Power\153204BK.jpg","Male_Power\153204BK_Back.jpg"
MP153204-BLK-M,"Pouch Short - Black Medium",Shorts,MP153204,1,"Male_Power\153204BK.jpg","Male_Power\153204BK_Back.jpg"
MP153204-BLK-L,"Pouch Short - Black Large",Shorts,MP153204,2,"Male_Power\153204BK.jpg","Male_Power\153204BK_Back.jpg"
MP153204-BLK-XL,"Pouch Short - Black X-Large",Shorts,MP153204,3,"Male_Power\153204BK.jpg","Male_Power\153204BK_Back.jpg"
MP153204-TAN-S,"Pouch Short - Tan Small",Shorts,MP153204,3,"Male_Power\153204TN.jpg","Male_Power\153204TN_Back.jpg"
MP153204-TAN-M,"Pouch Short - Tan Medium",Shorts,MP153204,3,"Male_Power\153204TN.jpg","Male_Power\153204TN_Back.jpg"
MP153204-TAN-L,"Pouch Short - Tan Large",Shorts,MP153204,1,"Male_Power\153204TN.jpg","Male_Power\153204TN_Back.jpg"
MP153204-TAN-XL,"Pouch Short - Tan X-Large",Shorts,MP153204,3,"Male_Power\153204TN.jpg","Male_Power\153204TN_Back.jpg"
MP102171-BLK-L,"Tee Shirt - Black Large",Loungewear,MP102171,2,"Male_Power\102171_188171BK.jpg"
MP102171-BLK-M,"Tee Shirt - Black Medium",Loungewear,MP102171,2,"Male_Power\102171_188171BK.jpg"
MP102171-BLK-S,"Tee Shirt - Black Small",Loungewear,MP102171,2,"Male_Power\102171_188171BK.jpg"
MP102171-BLK-XL,"Tee Shirt - Black X-Large",Loungewear,MP102171,2,"Male_Power\102171_188171BK.jpg"
MP126231-BLK-L,"Half Moon Short - Black Large",Shorts,MP126231,3,"Male_Power\126231BK.jpg","Male_Power\126231BK_Back.jpg"
MP126231-BLK-M,"Half Moon Short - Black Medium",Shorts,MP126231,2,"Male_Power\126231BK.jpg","Male_Power\126231BK_Back.jpg"
MP126231-BLK-S,"Half Moon Short - Black Small",Shorts,MP126231,3,"Male_Power\126231BK.jpg","Male_Power\126231BK_Back.jpg"
MP126231-BLK-XL,"Half Moon Short - Black X-Large",Shorts,MP126231,2,"Male_Power\126231BK.jpg","Male_Power\126231BK_Back.jpg"
MP127231-BLK-M,"Half Moon Short - Black Medium",Shorts,MP127231,1,"Male_Power\127231BK.jpg","Male_Power\127231BK_Back.jpg"
MP127231-BLK-S,"Half Moon Short - Black Small",Shorts,MP127231,5,"Male_Power\127231BK.jpg","Male_Power\127231BK_Back.jpg"
MP127231-BLK-XL,"Half Moon Short - Black X-Large",Shorts,MP127231,3,"Male_Power\127231BK.jpg","Male_Power\127231BK_Back.jpg"
MP128231-BLK-M,"Half Moon Short - Black Medium",Shorts,MP128231,3,"Male_Power\128231BK.jpg","Male_Power\128231BK_Back.jpg"
MP128231-BLK-XL,"Half Moon Short - Black X-Large",Shorts,MP128231,3,"Male_Power\128231BK.jpg","Male_Power\128231BK_Back.jpg"
MP138225-PUR/BLK-S,"Half Moon Short - Purple/Black Small",Shorts,MP138225,6,"Male_Power\138225BP.jpg","Male_Power\138225BP_Back.jpg"
MP138225-PUR/BLK-M,"Half Moon Short - Purple/Black Medium",Shorts,MP138225,4,"Male_Power\138225BP.jpg","Male_Power\138225BP_Back.jpg"
MP138225-PUR/BLK-L,"Half Moon Short - Purple/Black Large",Shorts,MP138225,6,"Male_Power\138225BP.jpg","Male_Power\138225BP_Back.jpg"
MP138225-PUR/BLK-XL,"Half Moon Short - Purple/Black X-Large",Shorts,MP138225,6,"Male_Power\138225BP.jpg","Male_Power\138225BP_Back.jpg"
MP139221-BLK/GRN-S,"Attacker Mini Short - Black/Green Small",Shorts,MP139221,3,"Male_Power\139221BG.jpg","Male_Power\139221BG_Back.jpg"
MP139221-BLK/GRN-M,"Attacker Mini Short - Black/Green Medium",Shorts,MP139221,3,"Male_Power\139221BG.jpg","Male_Power\139221BG_Back.jpg"
MP139221-BLK/GRN-L,"Attacker Mini Short - Black/Green Large",Shorts,MP139221,3,"Male_Power\139221BG.jpg","Male_Power\139221BG_Back.jpg"
MP139221-BLK/GRN-XL,"Attacker Mini Short - Black/Green X-Large",Shorts,MP139221,3,"Male_Power\139221BG.jpg","Male_Power\139221BG_Back.jpg"
MP139221-TRQ/YEL-S,"Attacker Mini Short - Turq/Yellow Small",Shorts,MP139221,2,"Male_Power\139221TY.jpg","Male_Power\139221TY_Back.jpg"
MP139221-TRQ/YEL-L,"Attacker Mini Short - Turq/Yellow Large",Shorts,MP139221,2,"Male_Power\139221TY.jpg","Male_Power\139221TY_Back.jpg"
MP139221-TRQ/YEL-XL,"Attacker Mini Short - Turq/Yellow X-Large",Shorts,MP139221,2,"Male_Power\139221TY.jpg","Male_Power\139221TY_Back.jpg"
MP141230-TRQ/BLK-L,"Cutout Mini Short - Turq/Black Large",Shorts,MP141230,2,"Male_Power\141230TB.jpg","Male_Power\141230TB_Back.jpg"
MP141230-TRQ/BLK-M,"Cutout Mini Short - Turq/Black Medium",Shorts,MP141230,2,"Male_Power\141230TB.jpg","Male_Power\141230TB_Back.jpg"
MP141230-TRQ/BLK-S,"Cutout Mini Short - Turq/Black Small",Shorts,MP141230,2,"Male_Power\141230TB.jpg","Male_Power\141230TB_Back.jpg"
MP141230-TRQ/BLK-XL,"Cutout Mini Short - Turq/Black X-Large",Shorts,MP141230,1,"Male_Power\141230TB.jpg","Male_Power\141230TB_Back.jpg"
MP142202-BLK/GRY-S,"Sport Mini Short - Black/Grey Small",Shorts,MP142202,3,"Male_Power\142202BR.jpg","Male_Power\142202BR_Back.jpg"
MP142202-BLK/GRY-M,"Sport Mini Short - Black/Grey Medium",Shorts,MP142202,3,"Male_Power\142202BR.jpg","Male_Power\142202BR_Back.jpg"
MP142202-BLK/GRY-L,"Sport Mini Short - Black/Grey Large",Shorts,MP142202,3,"Male_Power\142202BR.jpg","Male_Power\142202BR_Back.jpg"
MP142202-BLK/GRY-XL,"Sport Mini Short - Black/Grey X-Large",Shorts,MP142202,3,"Male_Power\142202BR.jpg","Male_Power\142202BR_Back.jpg"
MP142202-TRQ/BLK-S,"Sport Mini Short - Turq/Black Small",Shorts,MP142202,2,"Male_Power\142202TB.jpg","Male_Power\142202TB_Back.jpg"
MP142202-TRQ/BLK-M,"Sport Mini Short - Turq/Black Medium",Shorts,MP142202,2,"Male_Power\142202TB.jpg","Male_Power\142202TB_Back.jpg"
MP142202-TRQ/BLK-L,"Sport Mini Short - Turq/Black Large",Shorts,MP142202,2,"Male_Power\142202TB.jpg","Male_Power\142202TB_Back.jpg"
MP142202-TRQ/BLK-XL,"Sport Mini Short - Turq/Black X-Large",Shorts,MP142202,2,"Male_Power\142202TB.jpg","Male_Power\142202TB_Back.jpg"
MP145192-BLK-M,"Mini Short - Black Medium",Shorts,MP145192,1,"Male_Power\145192BK.jpg","Male_Power\145192BK_Back.jpg"
MP145192-BLK-S,"Mini Short - Black Small",Shorts,MP145192,1,"Male_Power\145192BK.jpg","Male_Power\145192BK_Back.jpg"
MP145192-BLK-XL,"Mini Short - Black X-Large",Shorts,MP145192,1,"Male_Power\145192BK.jpg","Male_Power\145192BK_Back.jpg"
MP145192-BLK-L,"Mini Short - Black Large",Shorts,MP145192,1,"Male_Power\145192BK.jpg","Male_Power\145192BK_Back.jpg"
MP145192-OLI-L,"Mini Short - Olive Large",Shorts,MP145192,2,"Male_Power\145192OL.jpg","Male_Power\145192OL_Back.jpg"
MP145192-OLI-M,"Mini Short - Olive Medium",Shorts,MP145192,2,"Male_Power\145192OL.jpg","Male_Power\145192OL_Back.jpg"
MP145192-OLI-S,"Mini Short - Olive Small",Shorts,MP145192,2,"Male_Power\145192OL.jpg","Male_Power\145192OL_Back.jpg"
MP145192-OLI-XL,"Mini Short - Olive X-Large",Shorts,MP145192,1,"Male_Power\145192OL.jpg","Male_Power\145192OL_Back.jpg"
MP145192-WHT-M,"Mini Short - White Medium",Shorts,MP145192,1,"Male_Power\145192WH.jpg","Male_Power\145192WH_Back.jpg"
MP145192-WHT-S,"Mini Short - White Small",Shorts,MP145192,1,"Male_Power\145192WH.jpg","Male_Power\145192WH_Back.jpg"
MP145192-WHT-XL,"Mini Short - White X-Large",Shorts,MP145192,1,"Male_Power\145192WH.jpg","Male_Power\145192WH_Back.jpg"
MP145211-GRY-L,"Mini Pouch Short - Grey Large",Shorts,MP145211,2,"Male_Power\145211GY_1.jpg","Male_Power\145211GY_Back.jpg"
MP145211-GRY-XL,"Mini Pouch Short - Grey X-Large",Shorts,MP145211,2,"Male_Power\145211GY_1.jpg","Male_Power\145211GY_Back.jpg"
MP145224-BLK/GLD-S,"Mini Short - Black/Gold Small",Shorts,MP145224,3,"Male_Power\145224BD_1.jpg","Male_Power\145224BD_Back.jpg"
MP145224-BLK/GLD-M,"Mini Short - Black/Gold Medium",Shorts,MP145224,3,"Male_Power\145224BD.jpg","Male_Power\145224BD_Back.jpg"
MP145224-BLK/GLD-L,"Mini Short - Black/Gold Large",Shorts,MP145224,4,"Male_Power\145224BD.jpg","Male_Power\145224BD_Back.jpg"
MP145224-BLK/GLD-XL,"Mini Short - Black/Gold X-Large",Shorts,MP145224,2,"Male_Power\145224BD.jpg","Male_Power\145224BD_Back.jpg"
MP146217-GRY-M,"Lace Up Short - Grey Medium",Shorts,MP146217,1,"Male_Power\146217GY.jpg","Male_Power\146217GY_Back.jpg"
MP147218-BLK-S,"Mini Short Buckle - Black Small",Shorts,MP147218,4,"Male_Power\147218BK.jpg","Male_Power\147218BK_Back.jpg"
MP147218-BLK-M,"Mini Short Buckle - Black Medium",Shorts,MP147218,3,"Male_Power\147218BK.jpg","Male_Power\147218BK_Back.jpg"
MP147218-BLK-L,"Mini Short Buckle - Black Large",Shorts,MP147218,3,"Male_Power\147218BK.jpg","Male_Power\147218BK_Back.jpg"
MP147218-BLK-XL,"Mini Short Buckle - Black X-Large",Shorts,MP147218,4,"Male_Power\147218BK.jpg","Male_Power\147218BK_Back.jpg"
MP150157-BLK-M,"Lo Rise Pouch Enhancer Short - Black Medium",Shorts,MP150157,2,"Male_Power\150157BK.jpg","Male_Power\150157BK_Back.jpg"
