stock_code,parent_stock_type,parent_stock_code,stock_available
STM11260X-RED/LEO-3X4X,"Bustiers & Corsets",STM11260X,0,"STM\11260X_RED_F.jpg","STM\11260X_RED_B2.jpg"
STM11261-LEO-S,Chemise,STM11261,0,"STM\11261_LEO_F.jpg","STM\11261_LEO_B.jpg"
STM11261-LEO-M,Chemise,STM11261,0,"STM\11261_LEO_F.jpg","STM\11261_LEO_B.jpg"
STM11261-LEO-L,Chemise,STM11261,0,"STM\11261_LEO_F.jpg","STM\11261_LEO_B.jpg"
STM11261-LEO-XL,Chemise,STM11261,0,"STM\11261_LEO_F.jpg","STM\11261_LEO_B.jpg"
STM11261-BLU/LEO-S,Chemise,STM11261,0,"STM\11261_BLUE_F.jpg","STM\11261_BLUE_B.jpg"
STM11261-BLU/LEO-M,Chemise,STM11261,0,"STM\11261_BLUE_F.jpg","STM\11261_BLUE_B.jpg"
STM11261-BLU/LEO-L,Chemise,STM11261,1,"STM\11261_BLUE_F.jpg","STM\11261_BLUE_B.jpg"
STM11261-BLU/LEO-XL,Chemise,STM11261,1,"STM\11261_BLUE_F.jpg","STM\11261_BLUE_B.jpg"
STM11261X-LEO-1X2X,Chemise,STM11261X,1,"STM\11261X_LEO_F.jpg","STM\11261X_LEO_B.jpg"
STM11261X-LEO-3X4X,Chemise,STM11261X,1,"STM\11261X_LEO_F.jpg","STM\11261X_LEO_B.jpg"
STM11261X-BLU/LEO-1X2X,Chemise,STM11261X,1,"STM\11261X_BLUE_F.jpg","STM\11261X_BLUE_B.jpg"
STM11261X-BLU/LEO-3X4X,Chemise,STM11261X,0,"STM\11261X_BLUE_F.jpg","STM\11261X_BLUE_B.jpg"
STM11263XP-LEO-QS,"Cami Set",STM11263XP,1,"STM\11263XP_Leopard_F.jpg","STM\11263XP_Leopard_B.jpg"
STM11263XP-BLU/LEO-QS,"Cami Set",STM11263XP,0,"STM\11263XP_Blue_F.jpg","STM\11263XP_Blue_B.jpg"
STM11267P-CHA-OS,Teddy,STM11267P,0,"STM\11267P_CHARTREUSE_F.jpg","STM\11267P_CHARTREUSE_B.jpg"
STM11267XP-CHA-QS,Teddy,STM11267XP,0,"STM\11267XP_CHARTREUSE_F.jpg","STM\11267XP_CHARTREUSE_B.jpg"
STM11268P-NPNK-OS,"Cami Set",STM11268P,0,"STM\11268P_NEON PINK_F.jpg","STM\11268P_NEON PINK_B.jpg"
STM11268XP-NPNK-QS,"Cami Set",STM11268XP,1,"STM\11268XP_NEONPINK_F.jpg","STM\11268XP_NEONPINK_B.jpg"
STM11269X-CHAR-1X2X,Thong,STM11269X,0,"STM\11269X_CHARTREUSE_F.jpg","STM\11269X_CHARTREUSE_B.jpg"
STM11269X-CHAR-3X4X,Thong,STM11269X,1,"STM\11269X_CHARTREUSE_F.jpg","STM\11269X_CHARTREUSE_B.jpg"
STM11269X-NPNK-1X2X,Thong,STM11269X,0,"STM\11269X_NEONPINK_F.jpg","STM\11269X_NEONPINK_B.jpg"
STM11269X-NPNK-3X4X,Thong,STM11269X,0,"STM\11269X_NEONPINK_F.jpg","STM\11269X_NEONPINK_B.jpg"
STM11269X-NORG-1X2X,Thong,STM11269X,0,"STM\11269X_NEONORANGE_F.jpg","STM\11269X_NEONORANGE_B.jpg"
STM11269X-NORG-3X4X,Thong,STM11269X,0,"STM\11269X_NEONORANGE_F.jpg","STM\11269X_NEONORANGE_B.jpg"
STM11270-CHAR-S,G-String,STM11270,0,"STM\11270_CHARTREUSE_F.jpg","STM\11270_CHARTREUSE_B.jpg"
STM11270-CHAR-M,G-String,STM11270,1,"STM\11270_CHARTREUSE_F.jpg","STM\11270_CHARTREUSE_B.jpg"
STM11270-CHAR-L,G-String,STM11270,0,"STM\11270_CHARTREUSE_F.jpg","STM\11270_CHARTREUSE_B.jpg"
STM11270-CHAR-XL,G-String,STM11270,0,"STM\11270_CHARTREUSE_F.jpg","STM\11270_CHARTREUSE_B.jpg"
STM11270-NPNK-S,G-String,STM11270,0,"STM\11270_NEON PINK_F.jpg"
STM11270-NPNK-M,G-String,STM11270,0,"STM\11270_NEON PINK_F.jpg"
STM11270-NPNK-L,G-String,STM11270,0,"STM\11270_NEON PINK_F.jpg"
STM11270-NPNK-XL,G-String,STM11270,0,"STM\11270_NEON PINK_F.jpg"
STM11270-NORG-S,G-String,STM11270,0,"STM\11270_NEON ORANGE_F.jpg"
STM11270-NORG-M,G-String,STM11270,0,"STM\11270_NEON ORANGE_F.jpg"
STM11270-NORG-L,G-String,STM11270,0,"STM\11270_NEON ORANGE_F.jpg"
STM11270-NORG-XL,G-String,STM11270,0,"STM\11270_NEON ORANGE_F.jpg"
STM11270X-CHAR-1X2X,G-String,STM11270X,1,"STM\11270X_CHARTREUSE_F.jpg"
STM11270X-CHAR-3X4X,G-String,STM11270X,0,"STM\11270X_CHARTREUSE_F.jpg"
STM11270X-NPNK-1X2X,G-String,STM11270X,1,"STM\11270X_NEONPINK_F.jpg","STM\11270X_NEONPINK_B.jpg"
STM11270X-NPNK-3X4X,G-String,STM11270X,0,"STM\11270X_NEONPINK_F.jpg","STM\11270X_NEONPINK_B.jpg"
STM11270X-NORG-1X2X,G-String,STM11270X,1,"STM\11270X_NEONORANGE_F.jpg","STM\11270X_NEONORANGE_B.jpg"
STM11270X-NORG-3X4X,G-String,STM11270X,0,"STM\11270X_NEONORANGE_F.jpg","STM\11270X_NEONORANGE_B.jpg"
STM11274-RED-S,"Bustiers & Corsets",STM11274,0,"STM\11274_RED_F.jpg","STM\11274_RED_B.jpg"
STM11274-RED-M,"Bustiers & Corsets",STM11274,0,"STM\11274_RED_F.jpg","STM\11274_RED_B.jpg"
STM11274-RED-L,"Bustiers & Corsets",STM11274,0,"STM\11274_RED_F.jpg","STM\11274_RED_B.jpg"
STM11274-RED-XL,"Bustiers & Corsets",STM11274,0,"STM\11274_RED_F.jpg","STM\11274_RED_B.jpg"
STM11274-BLU-S,"Bustiers & Corsets",STM11274,0,"STM\11274_BLUE_F.jpg","STM\11274_BLUE_B.jpg"
STM11274-BLU-M,"Bustiers & Corsets",STM11274,0,"STM\11274_BLUE_F.jpg","STM\11274_BLUE_B.jpg"
STM11274-BLU-L,"Bustiers & Corsets",STM11274,0,"STM\11274_BLUE_F.jpg","STM\11274_BLUE_B.jpg"
STM11274-BLU-XL,"Bustiers & Corsets",STM11274,0,"STM\11274_BLUE_F.jpg","STM\11274_BLUE_B.jpg"
STM11276-BLU-S,Babydoll,STM11276,0,"STM\11276_BLUE_F.jpg","STM\11276_BLUE_B.jpg"
STM11276-BLU-M,Babydoll,STM11276,0,"STM\11276_BLUE_F.jpg","STM\11276_BLUE_B.jpg"
STM11276-BLU-L,Babydoll,STM11276,0,"STM\11276_BLUE_F.jpg","STM\11276_BLUE_B.jpg"
STM11276-BLU-XL,Babydoll,STM11276,0,"STM\11276_BLUE_F.jpg","STM\11276_BLUE_B.jpg"
STM11276X-BLU-1X2X,Babydoll,STM11276X,2,"STM\11276X_BLUE_F.jpg","STM\11276X_BLUE_B.jpg"
STM11276X-BLU-3X4X,Babydoll,STM11276X,0,"STM\11276X_BLUE_F.jpg","STM\11276X_BLUE_B.jpg"
STM11282-BLK-S,Chemise,STM11282,0,"STM\11282_BLK_F.jpg","STM\11282_BLK_B.jpg"
STM11282-BLK-M,Chemise,STM11282,0,"STM\11282_BLK_F.jpg","STM\11282_BLK_B.jpg"
STM11282-BLK-L,Chemise,STM11282,0,"STM\11282_BLK_F.jpg","STM\11282_BLK_B.jpg"
STM11282-BLK-XL,Chemise,STM11282,0,"STM\11282_BLK_F.jpg","STM\11282_BLK_B.jpg"
STM11282-WNE-S,Chemise,STM11282,0,"STM\11282_WINE_F.jpg","STM\11282_WINE_B.jpg"
STM11282-WNE-M,Chemise,STM11282,0,"STM\11282_WINE_F.jpg","STM\11282_WINE_B.jpg"
STM11282-WNE-L,Chemise,STM11282,0,"STM\11282_WINE_F.jpg","STM\11282_WINE_B.jpg"
STM11282-WNE-XL,Chemise,STM11282,0,"STM\11282_WINE_F.jpg","STM\11282_WINE_B.jpg"
STM11282X-WNE-1X2X,Chemise,STM11282X,0,"STM\11282X_WINE_F.jpg","STM\11282X_WINE_B.jpg"
STM11282X-WNE-3X4X,Chemise,STM11282X,0,"STM\11282X_WINE_F.jpg","STM\11282X_WINE_B.jpg"
STM11282X-BLK-1X2X,Chemise,STM11282X,0,"STM\11282X_BLK_F.jpg","STM\11282X_BLK_B.jpg"
STM11282X-BLK-3X4X,Chemise,STM11282X,0,"STM\11282X_BLK_F.jpg","STM\11282X_BLK_B.jpg"
STM11283-BLK-S,"Bra Set",STM11283,0,"STM\11283_BLK_F.jpg","STM\11283_BLK_B.jpg"
STM11283-BLK-M,"Bra Set",STM11283,0,"STM\11283_BLK_F.jpg","STM\11283_BLK_B.jpg"
STM11283-BLK-L,"Bra Set",STM11283,0,"STM\11283_BLK_F.jpg","STM\11283_BLK_B.jpg"
STM11283-BLK-XL,"Bra Set",STM11283,0,"STM\11283_BLK_F.jpg","STM\11283_BLK_B.jpg"
STM11283-PNK-L,"Bra Set",STM11283,0,"STM\11283_PINK_F.jpg","STM\11283_PINK_B.jpg"
STM11283-PNK-M,"Bra Set",STM11283,0,"STM\11283_PINK_F.jpg","STM\11283_PINK_B.jpg"
STM11283-PNK-S,"Bra Set",STM11283,0,"STM\11283_PINK_F.jpg","STM\11283_PINK_B.jpg"
STM11283-PNK-XL,"Bra Set",STM11283,0,"STM\11283_PINK_F.jpg","STM\11283_PINK_B.jpg"
STM11293P-NVY-OS,Bralette,STM11293P,35,"STM\11293P_NAVY_F.jpg","STM\11293P_NAVY_B.jpg"
STM11293P-MAU-OS,Bralette,STM11293P,0,"STM\11293P_MAUVE_F.jpg","STM\11293P_MAUVE_B.jpg"
STM11293XP-NVY-QS,"Bra Set",STM11293XP,0,"STM\11293XP_NAVY_F.jpg","STM\11293XP_NAVY_B.jpg"
STM11293XP-MAU-QS,"Bra Set",STM11293XP,0,"STM\11293XP_MAUVE_F.jpg","STM\11293XP_MAUVE_B.jpg"
STM11294-BLK-S,Babydoll,STM11294,0,"STM\11294_BLK_F.jpg","STM\11294_BLK_B.jpg"
STM11294-BLK-M,Babydoll,STM11294,1,"STM\11294_BLK_F.jpg","STM\11294_BLK_B.jpg"
STM11294-BLK-L,Babydoll,STM11294,0,"STM\11294_BLK_F.jpg","STM\11294_BLK_B.jpg"
STM11294-BLK-XL,Babydoll,STM11294,0,"STM\11294_BLK_F.jpg","STM\11294_BLK_B.jpg"
STM11294-WNE-S,Babydoll,STM11294,0,"STM\11294_WINE_F.jpg","STM\11294_WINE_B.jpg"
STM11294-WNE-M,Babydoll,STM11294,0,"STM\11294_WINE_F.jpg","STM\11294_WINE_B.jpg"
STM11294-WNE-L,Babydoll,STM11294,1,"STM\11294_WINE_F.jpg","STM\11294_WINE_B.jpg"
STM11294-WNE-XL,Babydoll,STM11294,0,"STM\11294_WINE_F.jpg","STM\11294_WINE_B.jpg"
STM11294X-BLK-1X2X,Babydoll,STM11294X,1,"STM\11294X_BLK_F.jpg","STM\11294X_BLK_B.jpg"
STM11294X-BLK-3X4X,Babydoll,STM11294X,0,"STM\11294X_BLK_F.jpg","STM\11294X_BLK_B.jpg"
STM11294X-WNE-1X2X,Babydoll,STM11294X,0,"STM\11294X_WINE_F.jpg"
STM11294X-WNE-3X4X,Babydoll,STM11294X,1,"STM\11294X_WINE_F.jpg"
STM11295-BLK-S,Teddy,STM11295,0,"STM\11295_BLK_F.jpg","STM\11295_BLK_B.jpg"
STM11295-BLK-M,Teddy,STM11295,1,"STM\11295_BLK_F.jpg","STM\11295_BLK_B.jpg"
STM11295-BLK-L,Teddy,STM11295,0,"STM\11295_BLK_F.jpg","STM\11295_BLK_B.jpg"
STM11295-BLK-XL,Teddy,STM11295,0,"STM\11295_BLK_F.jpg","STM\11295_BLK_B.jpg"
STM11295-WNE-S,Teddy,STM11295,1,"STM\11295_WINE_F.jpg","STM\11295_WINE_B.jpg"
STM11295-WNE-M,Teddy,STM11295,0,"STM\11295_WINE_F.jpg","STM\11295_WINE_B.jpg"
STM11295-WNE-L,Teddy,STM11295,0,"STM\11295_WINE_F.jpg","STM\11295_WINE_B.jpg"
STM11295-WNE-XL,Teddy,STM11295,0,"STM\11295_WINE_F.jpg","STM\11295_WINE_B.jpg"
STM11295X-BLK-1X2X,Teddy,STM11295X,1,"STM\11295X_BLK_F.jpg","STM\11295X_BLK_B.jpg"
STM11295X-BLK-3X4X,Teddy,STM11295X,0,"STM\11295X_BLK_F.jpg","STM\11295X_BLK_B.jpg"
STM11295X-WNE-1X2X,Teddy,STM11295X,0,"STM\11295X_WINE_F.jpg","STM\11295X_WINE_B.jpg"
STM11295X-WNE-3X4X,Teddy,STM11295X,1,"STM\11295X_WINE_F.jpg","STM\11295X_WINE_B.jpg"
STM11297-BLK-S,"Bra Set",STM11297,0,"STM\11297_BLK_F.jpg","STM\11297_BLK_B.jpg"
STM11297-BLK-M,"Bra Set",STM11297,1,"STM\11297_BLK_F.jpg","STM\11297_BLK_B.jpg"
STM11297-BLK-L,"Bra Set",STM11297,0,"STM\11297_BLK_F.jpg","STM\11297_BLK_B.jpg"
STM11297-BLK-XL,"Bra Set",STM11297,0,"STM\11297_BLK_F.jpg","STM\11297_BLK_B.jpg"
STM11297-PNK-S,"Bra Set",STM11297,0,"STM\11297_PINK_F.jpg","STM\11297_PINK_B.jpg"
STM11297-PNK-M,"Bra Set",STM11297,0,"STM\11297_PINK_F.jpg","STM\11297_PINK_B.jpg"
STM11297-PNK-L,"Bra Set",STM11297,0,"STM\11297_PINK_F.jpg","STM\11297_PINK_B.jpg"
STM11297-PNK-XL,"Bra Set",STM11297,0,"STM\11297_PINK_F.jpg","STM\11297_PINK_B.jpg"
STM11297X-BLK-1X2X,"Bra Set",STM11297X,1,"STM\11297X_BLK_F.jpg","STM\11297X_BLK_B.jpg"
STM11297X-BLK-3X4X,"Bra Set",STM11297X,0,"STM\11297X_BLK_F.jpg","STM\11297X_BLK_B.jpg"
STM11297X-PNK-1X2X,"Bra Set",STM11297X,0,"STM\11297X_PINK_F.jpg","STM\11297X_PINK_B.jpg"
STM11297X-PNK-3X4X,"Bra Set",STM11297X,0,"STM\11297X_PINK_F.jpg","STM\11297X_PINK_B.jpg"
STM11299-LEO-S,"Cami Set",STM11299,0,"STM\11299_LEO_F.jpg","STM\11299_LEO_B.jpg"
STM11299-LEO-M,"Cami Set",STM11299,0,"STM\11299_LEO_F.jpg","STM\11299_LEO_B.jpg"
STM11299-LEO-L,"Cami Set",STM11299,0,"STM\11299_LEO_F.jpg","STM\11299_LEO_B.jpg"
STM11299-LEO-XL,"Cami Set",STM11299,0,"STM\11299_LEO_F.jpg","STM\11299_LEO_B.jpg"
STM11299X-LEO-1X2X,"Cami Set",STM11299X,0,"STM\11299X_LEO_F.jpg","STM\11299X_LEO_B.jpg"
STM11299X-LEO-3X4X,"Cami Set",STM11299X,1,"STM\11299X_LEO_F.jpg","STM\11299X_LEO_B.jpg"
STM11318-BLK-S,"Bustiers & Corsets",STM11318,60,"STM\11318_BLK_F.jpg","STM\11318_BLK_B.jpg"
STM11318-BLK-M,"Bustiers & Corsets",STM11318,24,"STM\11318_BLK_F.jpg","STM\11318_BLK_B.jpg"
STM11318-BLK-L,"Bustiers & Corsets",STM11318,118,"STM\11318_BLK_F.jpg","STM\11318_BLK_B.jpg"
STM11318-BLK-XL,"Bustiers & Corsets",STM11318,156,"STM\11318_BLK_F.jpg","STM\11318_BLK_B.jpg"
STM11318-BLU-S,"Bustiers & Corsets",STM11318,19,"STM\11318_BLUE_F.jpg","STM\11318_BLUE_B.jpg"
STM11318-BLU-M,"Bustiers & Corsets",STM11318,54,"STM\11318_BLUE_F.jpg","STM\11318_BLUE_B.jpg"
STM11318-BLU-L,"Bustiers & Corsets",STM11318,110,"STM\11318_BLUE_F.jpg","STM\11318_BLUE_B.jpg"
STM11318-BLU-XL,"Bustiers & Corsets",STM11318,75,"STM\11318_BLUE_F.jpg","STM\11318_BLUE_B.jpg"
STM11318X-BLK-1X2X,"Bustiers & Corsets",STM11318X,98,"STM\11318X_BLK_F.jpg","STM\11318X_BLK_B.jpg"
STM11318X-BLK-3X4X,"Bustiers & Corsets",STM11318X,120,"STM\11318X_BLK_F.jpg","STM\11318X_BLK_B.jpg"
STM11318X-BLU-1X2X,"Bustiers & Corsets",STM11318X,13,"STM\11318X_BLUE_F.jpg","STM\11318X_BLUE_B.jpg"
STM11318X-BLU-3X4X,"Bustiers & Corsets",STM11318X,16,"STM\11318X_BLUE_F.jpg","STM\11318X_BLUE_B.jpg"
STM11321-LEO-S,Panty,STM11321,0,"STM\11321_LEO_F.jpg","STM\11321_LEO_B.jpg"
STM11321-LEO-M,Panty,STM11321,0,"STM\11321_LEO_F.jpg","STM\11321_LEO_B.jpg"
STM11321-LEO-L,Panty,STM11321,0,"STM\11321_LEO_F.jpg","STM\11321_LEO_B.jpg"
STM11321-LEO-XL,Panty,STM11321,0,"STM\11321_LEO_F.jpg","STM\11321_LEO_B.jpg"
STM11321X-LEO-1X2X,Panty,STM11321X,0,"STM\11321X_LEO_F.jpg","STM\11321X_LEO_B.jpg"
STM11321X-LEO-3X4X,Panty,STM11321X,0,"STM\11321X_LEO_F.jpg","STM\11321X_LEO_B.jpg"
STM11323P-BLK-OS,"Bedroom Costume",STM11323P,0,"STM\11323P_BLK_F.jpg","STM\11323P_BLK_B.jpg"
STM11323XP-BLK-QS,"Bedroom Costume",STM11323XP,1,"STM\11323XP_BLK_F.jpg","STM\11323XP_BLK_B.jpg"
STM11324P-RED/WHT-OS,"Bedroom Costume",STM11324P,0,"STM\11324P_WHITE_F.jpg","STM\11324P_WHITE_B.jpg"
STM11324XP-RED/WHT-QS,"Bedroom Costume",STM11324XP,0,"STM\11324XP_WHITE_F.jpg","STM\11324XP_WHITE_B.jpg"
STM11325P-RED/WHT-OS,"Bedroom Costume",STM11325P,0,"STM\11325P_WHITE_F.jpg","STM\11325P_WHITE_B.jpg"
STM11325XP-RED/WHT-QS,"Bedroom Costume",STM11325XP,0,"STM\11325XP_WHITE_F.jpg","STM\11325XP_WHITE_B.jpg"
STM20489-BLK-OS,Bodystocking,STM20489,0,"STM\20489_BLK_F.jpg","STM\20489_BLK_B.jpg"
STM11065-MAU-S,"Bra Set",STM11065,0,"STM\11065_MAUVE_F.jpg","STM\11065_MAUVE_B.jpg"
STM11065-MAU-M,"Bra Set",STM11065,0,"STM\11065_MAUVE_F.jpg","STM\11065_MAUVE_B.jpg"
STM11065-MAU-L,"Bra Set",STM11065,0,"STM\11065_MAUVE_F.jpg","STM\11065_MAUVE_B.jpg"
STM11065-MAU-XL,"Bra Set",STM11065,0,"STM\11065_MAUVE_F.jpg","STM\11065_MAUVE_B.jpg"
STM11273-RED-S,"Bra Set",STM11273,0,"STM\11273_RED_F.jpg","STM\11273_RED_B.jpg"
STM11273-RED-M,"Bra Set",STM11273,18,"STM\11273_RED_F.jpg","STM\11273_RED_B.jpg"
STM11273-RED-L,"Bra Set",STM11273,18,"STM\11273_RED_F.jpg","STM\11273_RED_B.jpg"
STM11273-RED-XL,"Bra Set",STM11273,0,"STM\11273_RED_F.jpg","STM\11273_RED_B.jpg"
STM11273-BLU-S,"Bra Set",STM11273,0,"STM\11273_BLUE_F.jpg","STM\11273_BLUE_B.jpg"
STM11273-BLU-M,"Bra Set",STM11273,0,"STM\11273_BLUE_F.jpg","STM\11273_BLUE_B.jpg"
STM11273-BLU-L,"Bra Set",STM11273,0,"STM\11273_BLUE_F.jpg","STM\11273_BLUE_B.jpg"
STM11273-BLU-XL,"Bra Set",STM11273,0,"STM\11273_BLUE_F.jpg","STM\11273_BLUE_B.jpg"
STM11327P-BLK-OS,"Bedroom Costume",STM11327P,2,"STM\11327P_BLK_F.jpg","STM\11327P_BLK_B.jpg"
STM11065X-MAU-1X2X,"Bra Set",STM11065X,0,"STM\11065X_MAUVE_F.jpg","STM\11065X_MAUVE_B.jpg"
STM11065X-MAU-3X4X,"Bra Set",STM11065X,0,"STM\11065X_MAUVE_F.jpg","STM\11065X_MAUVE_B.jpg"
STM11262-LEO-S,Panty,STM11262,0,"STM\11262_LEO_F.jpg","STM\11262_LEO_B.jpg"
STM11262-LEO-M,Panty,STM11262,0,"STM\11262_LEO_F.jpg","STM\11262_LEO_B.jpg"
STM11262-LEO-L,Panty,STM11262,0,"STM\11262_LEO_F.jpg","STM\11262_LEO_B.jpg"
STM11262-LEO-XL,Panty,STM11262,0,"STM\11262_LEO_F.jpg","STM\11262_LEO_B.jpg"
STM11262-BLU/LEO-S,Panty,STM11262,0,"STM\11262_BLUE_F.jpg"
STM11262-BLU/LEO-M,Panty,STM11262,0,"STM\11262_BLUE_F.jpg"
STM11262-BLU/LEO-L,Panty,STM11262,0,"STM\11262_BLUE_F.jpg"
STM11262-BLU/LEO-XL,Panty,STM11262,0,"STM\11262_BLUE_F.jpg"
STM11262-RED/LEO-L,Panty,STM11262,0,"STM\11262_BLUE_F.jpg","STM\11262_LEO_B.jpg","STM\11262_LEO_F.jpg","STM\11262_RED_F.jpg","STM\11262X_BLUE_B.jpg","STM\11262X_BLUE_F.jpg","STM\11262X_LEO_F.jpg","STM\11262X_RED_B.jpg","STM\11262X_RED_F.jpg"
STM11262-RED/LEO-M,Panty,STM11262,0,"STM\11262_BLUE_F.jpg","STM\11262_LEO_B.jpg","STM\11262_LEO_F.jpg","STM\11262_RED_F.jpg","STM\11262X_BLUE_B.jpg","STM\11262X_BLUE_F.jpg","STM\11262X_LEO_F.jpg","STM\11262X_RED_B.jpg","STM\11262X_RED_F.jpg"
STM11262-RED/LEO-S,Panty,STM11262,0,"STM\11262_BLUE_F.jpg","STM\11262_LEO_B.jpg","STM\11262_LEO_F.jpg","STM\11262_RED_F.jpg","STM\11262X_BLUE_B.jpg","STM\11262X_BLUE_F.jpg","STM\11262X_LEO_F.jpg","STM\11262X_RED_B.jpg","STM\11262X_RED_F.jpg"
STM11262-RED/LEO-XL,Panty,STM11262,0,"STM\11262_BLUE_F.jpg","STM\11262_LEO_B.jpg","STM\11262_LEO_F.jpg","STM\11262_RED_F.jpg","STM\11262X_BLUE_B.jpg","STM\11262X_BLUE_F.jpg","STM\11262X_LEO_F.jpg","STM\11262X_RED_B.jpg","STM\11262X_RED_F.jpg"
STM11262X-LEO-1X2X,Panty,STM11262X,0,"STM\11262X_LEO_F.jpg"
STM11262X-LEO-3X4X,Panty,STM11262X,0,"STM\11262X_LEO_F.jpg"
STM11262X-BLU/LEO-1X2X,Panty,STM11262X,0,"STM\11262X_BLUE_F.jpg","STM\11262X_BLUE_B.jpg"
STM11262X-BLU/LEO-3X4X,Panty,STM11262X,0,"STM\11262X_BLUE_F.jpg","STM\11262X_BLUE_B.jpg"
STM11262X-RED/LEO-1X2X,Panty,STM11262X,0,"STM\11262X_BLUE_B.jpg","STM\11262X_BLUE_F.jpg","STM\11262X_LEO_F.jpg","STM\11262X_RED_B.jpg","STM\11262X_RED_F.jpg","STM\11262_BLUE_F.jpg","STM\11262_LEO_B.jpg","STM\11262_LEO_F.jpg","STM\11262_RED_F.jpg"
STM11262X-RED/LEO-3X4X,Panty,STM11262X,0,"STM\11262X_BLUE_B.jpg","STM\11262X_BLUE_F.jpg","STM\11262X_LEO_F.jpg","STM\11262X_RED_B.jpg","STM\11262X_RED_F.jpg","STM\11262_BLUE_F.jpg","STM\11262_LEO_B.jpg","STM\11262_LEO_F.jpg","STM\11262_RED_F.jpg"
STM40147,Harness,STM40147,0
STM40152,Masks,STM40152,0
STM20481-BLK-OS,Bodystocking,STM20481,1,"STM\20481_F.jpg","STM\20481_B.jpg"
STM11273X-RED-1X2X,"Bra Set",STM11273X,18,"STM\11273X_RED_F.jpg"
STM11273X-RED-3X4X,"Bra Set",STM11273X,46,"STM\11273X_RED_F.jpg"
STM11273X-BLU-1X2X,"Bra Set",STM11273X,0,"STM\11273X_BLUE_F.jpg","STM\11273X_BLUE_B.jpg"
STM11273X-BLU-3X4X,"Bra Set",STM11273X,0,"STM\11273X_BLUE_F.jpg","STM\11273X_BLUE_B.jpg"
STM11296-BLK-S,Panty,STM11296,0,"STM\11296_BLK_B.jpg"
STM11296-BLK-M,Panty,STM11296,0,"STM\11296_BLK_B.jpg"
STM11296-BLK-L,Panty,STM11296,0,"STM\11296_BLK_B.jpg"
STM11296-BLK-XL,Panty,STM11296,0,"STM\11296_BLK_B.jpg"
STM11296-PNK-S,Panty,STM11296,1,"STM\11296_PINK_F.jpg","STM\11296_PINK_B.jpg"
STM11296-PNK-M,Panty,STM11296,1,"STM\11296_PINK_F.jpg","STM\11296_PINK_B.jpg"
STM11296-PNK-L,Panty,STM11296,1,"STM\11296_PINK_F.jpg","STM\11296_PINK_B.jpg"
STM11296-PNK-XL,Panty,STM11296,0,"STM\11296_PINK_F.jpg","STM\11296_PINK_B.jpg"
STM11296-WNE-S,Panty,STM11296,0,"STM\11296_WINE_B.jpg"
STM11296-WNE-M,Panty,STM11296,0,"STM\11296_WINE_B.jpg"
STM11296-WNE-L,Panty,STM11296,0,"STM\11296_WINE_B.jpg"
STM11296-WNE-XL,Panty,STM11296,0,"STM\11296_WINE_B.jpg"
STM11296X-BLK-1X2X,Panty,STM11296X,0,"STM\11296X_BLK_B.jpg"
STM11296X-BLK-3X4X,Panty,STM11296X,0,"STM\11296X_BLK_B.jpg"
STM11296X-PNK-1X2X,Panty,STM11296X,1,"STM\11296X_PINK_F.jpg","STM\11296X_PINK_B.jpg"
STM11296X-PNK-3X4X,Panty,STM11296X,1,"STM\11296X_PINK_F.jpg","STM\11296X_PINK_B.jpg"
STM11296X-WNE-1X2X,Panty,STM11296X,0,"STM\11296X_WINE_B.jpg"
STM11296X-WNE-3X4X,Panty,STM11296X,0,"STM\11296X_WINE_B.jpg"
STM20487-BLK-OS,Teddy,STM20487,0,"STM\20487_BLK_F.jpg","STM\20487_BLK_B.jpg"
STM20490-BLK-OS,Bodystocking,STM20490,0,"STM\20490_BLK_F.jpg","STM\20490_BLK_B.jpg"
STM10833P,Chemise,STM10833P,1,"STM\10833P_Black_F"
STM10833XP,Chemise,STM10833XP,1,"STM\10833XP_Black_F"
STM11108P-BLK-OS,"Bra Set",STM11108P,1,"STM\11108P_BLK_F.jpg","STM\11108P_BLK_B.jpg"
STM11108P-LIL-OS,"Bra Set",STM11108P,17,"STM\11108P_LILAC_F.jpg","STM\11108P_LILAC_B.jpg"
STM11108XP-BLK-QS,"Bra Set",STM11108XP,0,"STM\11108XP_BLK_F.jpg","STM\11108XP_BLK_B.jpg"
STM11108XP-LIL-QS,"Bra Set",STM11108XP,0,"STM\11108XP_LILAC_F.jpg","STM\11108XP_LILAC_B.jpg"
STM11143-BLK-S,Panty,STM11143,0,"STM\11143_BLK_F.jpg","STM\11143_BLK_B.jpg"
STM11143-BLK-M,Panty,STM11143,0,"STM\11143_BLK_F.jpg","STM\11143_BLK_B.jpg"
STM11143-BLK-L,Panty,STM11143,0,"STM\11143_BLK_F.jpg","STM\11143_BLK_B.jpg"
STM11143-BLK-XL,Panty,STM11143,0,"STM\11143_BLK_F.jpg","STM\11143_BLK_B.jpg"
STM11143-GRN-S,Panty,STM11143,0,"STM\11143_GREEN_F.jpg","STM\11143_GREEN_B.jpg"
STM11143-GRN-M,Panty,STM11143,0,"STM\11143_GREEN_F.jpg","STM\11143_GREEN_B.jpg"
STM11143-GRN-L,Panty,STM11143,0,"STM\11143_GREEN_F.jpg","STM\11143_GREEN_B.jpg"
STM11143-GRN-XL,Panty,STM11143,0,"STM\11143_GREEN_F.jpg","STM\11143_GREEN_B.jpg"
