stock_code,description,parent_stock_type,parent_stock_code,stock_available
BW111-PNK-DIVA,"Deep-V Flower Lace Dress - Pink Diva Size",Dress,BW111,52,"Baci\BW111_03.jpg","Baci\BW111_04.jpg"
BW111-PNK-QUEEN,"Deep-V Flower Lace Dress - Pink Queen Size",Dress,BW111,37,"Baci\BW111_03.jpg","Baci\BW111_04.jpg"
BW117-BLK/PNK-M,"French cut heart mesh bikini - Black/Pink Medium",Bikini,BW117,2,"Baci\BW117_01.jpg","Baci\BW117_02.jpg"
BW120-BLK/PNK-QUEEN,"Ruffle Mesh Nightie - Black/Pink Queen Size",Dress,BW120,99,"Baci\BW120_03.jpg","Baci\BW120_04.jpg"
BW120-BLK/PNK-DIVA,"Ruffle Mesh Nightie - Black/Pink Diva Size",Dress,BW120,6,"Baci\BW120_03.jpg","Baci\BW120_04.jpg"
BW149-PURP/PNK-DS,"Mesh Boyshorts with Lace Trim / Purple/Pink / Diva Size",Boyshort,BW149,80,"Baci\BW149_03.jpg"
BW149-PURP/PNK-M,"Mesh Boyshorts with Lace Trim / Purple/Pink / Medium",Boyshort,BW149,0,"Baci\BW149_01.jpg"
BW149-PURP/PNK-QS,"Mesh Boyshorts with Lace Trim / Purple/Pink / Queen Size",Boyshort,BW149,78,"Baci\BW149_03.jpg"
BW149-PURP/PNK-S,"Mesh Boyshorts with Lace Trim / Purple/Pink / Small",Boyshort,BW149,8,"Baci\BW149_01.jpg"
BW153-PNK-DS,"Lace Boyshort / Pink / Diva Size",Boyshort,BW153,32,"Baci\BW153_03.jpg"
BW153-PNK-QS,"Lace Boyshort / Pink / Queen Size",Boyshort,BW153,38,"Baci\BW153_03.jpg"
BW156-LTPNK-S,"Lace Boyshort - LightPink Small",Boyshort,BW156,40,"Baci\BW156_01.jpg","Baci\BW156_02.jpg"
BW157-PNK/BLK-L,"Lace G-string / Pink/Black / Large",G-String,BW157,40,"Baci\BW157_01.jpg"
BW157-PNK/BLK-M,"Lace G-string / Pink/Black / Medium",G-String,BW157,14,"Baci\BW157_01.jpg"
BW157-PNK/BLK-S,"Lace G-string / Pink/Black / Small",G-String,BW157,26,"Baci\BW157_01.jpg"
BW159-PNK-DS,"Low Rise Lace Booty Shorts / Pink / Diva Size",Boyshort,BW159,68,"Baci\BW159_03.jpg"
BW159-PNK-QS,"Low Rise Lace Booty Shorts / Pink / Queen Size",Boyshort,BW159,9,"Baci\BW159_03.jpg"
BW170-BLK-QS,"Longsleeve flower lace bodystocking Black / Queen",Bodystocking,BW170,2,"Baci\BW170_03.jpg","Baci\BW170_04.jpg"
BW180-BLK-DS,"Lace teddy / Black / Diva Size",Teddy,BW180,35,"Baci\BW180_03.jpg"
BW180-BLK-QS,"Lace Teddy / Black / Queen Size",Teddy,BW180,24,"Baci\BW180_03.jpg"
BW201-RED-L,"French cut heart mesh bikini / Red / Large",Bikini,BW201,136,"Baci\BW201_01.jpg"
BW201-RED-M,"French cut heart mesh bikini / Red / Medium",Bikini,BW201,115,"Baci\BW201_01.jpg"
