stock_code,description,parent_stock_type,parent_stock_code,stock_available
PL20032-WHT-M/L,"Off The Wall Seamless Bodysuit - White Medium/Large",Bodysuit,PL20032,18,"PL\20032-WHT-Off-The-Wall-1pc-seamless-body-5283","PL\20032-WHT-Off-The-Wall-1pc-seamless-body-5296.jpg","PL\20032-WHT-Off-The-Wall-1pc-seamless-body-5323.jpg"
PL20032-WHT-S/M,"Off The Wall Seamless Bodysuit - White Small/Medium",Bodysuit,PL20032,3,"PL\20032-WHT-Off-The-Wall-1pc-seamless-body-5283","PL\20032-WHT-Off-The-Wall-1pc-seamless-body-5296.jpg","PL\20032-WHT-Off-The-Wall-1pc-seamless-body-5323.jpg"
PL20032X-BLK-3X/4X,"Off The Wall Seamless Bodysuit - Black 3X/4X",Bodysuit,PL20032X,6,"PL\20032X-BLK--Off-The-Wall-Seamless-Bodysuit-6254","PL\20032X-BLK--Off-The-Wall-Seamless-Bodysuit-6270.jpg"
PL20033X-BLK-1X/2X,"So Fresh Seamless Boydsuit - Black 1X/2X",Bodysuit,PL20033X,2,"PL\20033X-BLK--So-Fresh-Seamless-Bodysuit--6194","PL\20033X-BLK--So-Fresh-Seamless-Bodysuit--6204.jpg"
PL20033X-BLK-3X/4X,"So Fresh Seamless Boydsuit - Black 3X/4X",Bodysuit,PL20033X,2,"PL\20033X-BLK--So-Fresh-Seamless-Bodysuit--6194.jpg","PL\20033X-BLK--So-Fresh-Seamless-Bodysuit--6204.jpg"
PL20033X-PNK-1X/2X,"So Fresh Seamless Boydsuit - Pink 1X/2X",Bodysuit,PL20033X,9,"PL\20033X-PNK--So-Fresh-Seamless-Bodysuit-6157.jpg"
PL20033X-PNK-3X/4X,"So Fresh Seamless Boydsuit - Pink 3X/4X",Bodysuit,PL20033X,5,"PL\20033X-PNK--So-Fresh-Seamless-Bodysuit-6157.jpg"
PL20034-BLK-M/L,"V Is For Vixen Bodysuit - Black Medium/Large",Bodysuit,PL20034,14,"PL\20034-BLK--V-Is-For-Vixen-Bodysuit-4861","PL\20034-BLK--V-Is-For-Vixen-Bodysuit-4876.jpg","PL\20034-BLK--V-Is-For-Vixen-Bodysuit-4834.jpg","PL\20034-BLK--V-Is-For-Vixen-Bodysuit-4858.jpg"
PL20034-BLK-S/M,"V Is For Vixen Bodysuit - Black Small/Medium",Bodysuit,PL20034,14,"PL\20034-BLK--V-Is-For-Vixen-Bodysuit-4861","PL\20034-BLK--V-Is-For-Vixen-Bodysuit-4876.jpg","PL\20034-BLK--V-Is-For-Vixen-Bodysuit-4834.jpg","PL\20034-BLK--V-Is-For-Vixen-Bodysuit-4858.jpg"
PL20034-PNK-S/M,"V Is For Vixen Bodysuit - Pink Small/Medium",Bodysuit,PL20034,10,"PL\20034-PNK--V-Is-For-Vixen-Bodysuit-5581","PL\20034-PNK--V-Is-For-Vixen-Bodysuit-5612.jpg","PL\20034-PNK--V-Is-For-Vixen-Bodysuit-5587.jpg","PL\20034-PNK--V-Is-For-Vixen-Bodysuit-5618.jpg"
PL20034-PNK-M/L,"V Is For Vixen Bodysuit - Pink Medium/Large",Bodysuit,PL20034,17,"PL\20034-PNK--V-Is-For-Vixen-Bodysuit-5581","PL\20034-PNK--V-Is-For-Vixen-Bodysuit-5612.jpg","PL\20034-PNK--V-Is-For-Vixen-Bodysuit-5587.jpg","PL\20034-PNK--V-Is-For-Vixen-Bodysuit-5618.jpg"
PL22001-BLK-M/L,"2Pc High Exposure Chemise & G - Black Medium/Large",Chemise,PL22001,5,"PL\22001-BLK","PL\22001-BLK-B.jpg"
PL22005X-BLK-3X/4X,"Strap Show Garter Chemise Set - Black 3X/4X",Chemise,PL22005X,0,"PL\22005X-BLK-8252","PL\22005X-BLK-8298.jpg"
PL22005X-BLK-1X/2X,"Strap Show Garter Chemise Set - Black 1X/2X",Chemise,PL22005X,0,"PL\22005X-BLK-8252","PL\22005X-BLK-8298.jpg"
PL22006X-BLK-1X/2X,"Strap Show Garter Chemise Set - Black 1X/2X",Chemise,PL22006X,3,"PL\22006X-BLK-7439","PL\22006X-BLK-7461.jpg"
PL22006X-BLK-3X/4X,"Strap Show Garter Chemise Set - Black 3X/4X",Chemise,PL22006X,5,"PL\22006X-BLK-7439","PL\22006X-BLK-7461.jpg"
PL23012-BLK-M/L,"2 Pc Cage Me In Bra & Panty St - Black Medium/Large","Bra Set",PL23012,6,"PL\23012-BLK","PL\23012-BLK-B.jpg"
PL23012-BLK-S/M,"2 Pc Cage Me In Bra & Panty St - Black Small/Medium","Bra Set",PL23012,7,"PL\23012-BLK","PL\23012-BLK-B.jpg"
PL23012-PNK-M/L,"2 Pc Cage Me In Bra & Panty St - Pink Medium/Large","Bra Set",PL23012,6,"PL\23012-PNK","PL\23012-PNK-B.jpg"
PL23012-PNK-S/M,"2 Pc Cage Me In Bra & Panty St - Pink Small/Medium","Bra Set",PL23012,7,"PL\23012-PNK","PL\23012-PNK-B.jpg"
PL23014-BLK-M/L,"2 Pc Cage In Bra & G String Se - Black Medium/Large","Bra Set",PL23014,0,"PL\23014-BLK","PL\23014-BLK-B.jpg"
PL23014-BLK-S/M,"2 Pc Cage In Bra & G String Se - Black Small/Medium","Bra Set",PL23014,0,"PL\23014-BLK","PL\23014-BLK-B.jpg"
PL23020-BLK-M/L,"2Pc Half Cup Bra & G-String Se - Black Medium/Large","Bra Set",PL23020,7,"PL\23020-BLK","PL\23020-BLK-B.jpg"
PL23023-BLK-M/L,"2Pc Cage Back Bralette W/G-Str - Black Medium/Large","Bra Set",PL23023,4,"PL\23023-BLK","PL\23023-BLK-B.jpg"
PL23023-BLK-S/M,"2Pc Cage Back Bralette W/G-Str - Black Small/Medium","Bra Set",PL23023,3,"PL\23023-BLK","PL\23023-BLK-B.jpg"
PL23026-BLK-M/L,"2Pc Three Strapes Lace Bra Gst - Black Medium/Large","Bra Set",PL23026,7,"PL\23026-BLK","PL\23026-BLK-B.jpg"
PL23027-BLK-M/L,"2Pc Cross Front Strappy Bra Gs - Black Medium/Large","Bra Set",PL23027,11,"PL\23027-BLK","PL\23027-BLK-B.jpg"
PL23039,,"Bra Set",PL23039,55,"PL\23039-PNK","PL\23039-PNK-B.jpg"
PL23040-BLK-M/L,"2Pc High Neck Seamless Crop St - Black Medium/Large","Bra Set",PL23040,3,"PL\23040-BLK","PL\23040-BLK-B.jpg"
PL23040-BLK-S/M,"2Pc High Neck Seamless Crop St - Black Small/Medium","Bra Set",PL23040,4,"PL\23040-BLK","PL\23040-BLK-B.jpg"
PL23041-BLK-M/L,"2Pc Three Straps Micro Bra Set - Black Medium/Large","Bra Set",PL23041,4,"PL\23041-BLK","PL\23041-BLK-B.jpg"
PL23041-BLK-S/M,"2Pc Three Straps Micro Bra Set - Black Small/Medium","Bra Set",PL23041,8,"PL\23041-BLK","PL\23041-BLK-B.jpg"
PL23045,,"Bra Set",PL23045,0,"PL\23045-BLK","PL\23045-BLK-B.jpg"
PL23048-BLK-M/L,"3Pc Hot & Harnessed Bra & G Se - Black Medium/Large","Bra Set",PL23048,12,"PL\23048-BLK","PL\23048-BLK-B.jpg"
PL23048-BLK-S/M,"3Pc Hot & Harnessed Bra & G Se - Black Small/Medium","Bra Set",PL23048,10,"PL\23048-BLK","PL\23048-BLK-B.jpg"
PL23049-BLK-M/L,"2Pc Strapped In-Bra & Cheeky P - Black Medium/Large","Bra Set",PL23049,3,"PL\23049-BLK","PL\23049-BLK-B.jpg"
PL23049-BLK-S/M,"2Pc Strapped In-Bra & Cheeky P - Black Small/Medium","Bra Set",PL23049,4,"PL\23049-BLK","PL\23049-BLK-B.jpg"
PL23051-BLK-M/L,"2Pc Dark Side Seamless Bra Set - Black Medium/Large","Bra Set",PL23051,7,"PL\23051-BLK","PL\23051-BLK-B.jpg"
PL23052-BLK-M/L,"2Pc Straps Tease Bra Set - Black Medium/Large","Bra Set",PL23052,5,"PL\23052-BLK","PL\23052-BLK-B.jpg"
PL23052-BLK-S/M,"2Pc Straps Tease Bra Set - Black Small/Medium","Bra Set",PL23052,6,"PL\23052-BLK","PL\23052-BLK-B.jpg"
PL23057-BLK-M/L,"Netting Around 2Pc Set - Black Medium/Large",Set,PL23057,6,"PL\23057-BLK-003-Pink-Lipstick-Lingerie-Nettin-Around-2-Piece-High-Neck-Bra-and-Garter-Mini-Skirt-Set","PL\23057-BLK.jpg","PL\23057-BLK-B.jpg"
