stock_code,parent_stock_type,parent_stock_code,stock_available
MSB626-CRL-SM,Teddy,MSB626,2,"Magic Silk\B626COR.jpg","Magic Silk\B626COR_Back.jpg"
MSB628-BLK-L,"Bra Set",MSB628,1,"Magic Silk\B628BLK.jpg","Magic Silk\B628BLK_Back.jpg"
MSB628-BLK-XL,"Bra Set",MSB628,1,"Magic Silk\B628BLK.jpg","Magic Silk\B628BLK_Back.jpg"
MSB638-SLV-SM,Dress,MSB638,1,"Magic Silk\B638SIL.jpg","Magic Silk\B638SIL_Back.jpg"
MSB639-SLV-LXL,"Bra Set",MSB639,1,"Magic Silk\B639SIL.jpg","Magic Silk\B639SIL_Back.jpg"
MSB639-SLV-SM,"Bra Set",MSB639,2,"Magic Silk\B639SIL.jpg","Magic Silk\B639SIL_Back.jpg"
MSB641-SLV-LXL,"Bra Set",MSB641,2,"Magic Silk\B641SIL.jpg","Magic Silk\B641SIL_Back.jpg"
MSB644-SLV-LXL,Teddy,MSB644,1,"Magic Silk\B644SIL.jpg","Magic Silk\B644SIL_Back.jpg"
MSB645-SLV-SM,Dress,MSB645,1,"Magic Silk\B645SIL.jpg","Magic Silk\B645SIL_Back.jpg"
MSB647-PNK-LXL,Teddy,MSB647,1,"Magic Silk\B647PIN.jpg","Magic Silk\B647PIN_Back.jpg"
MSB648-PNK-LXL,Chemise,MSB648,5,"Magic Silk\B648PIN.jpg","Magic Silk\B648PIN_Back.jpg"
MSB648-PNK-SM,Chemise,MSB648,6,"Magic Silk\B648PIN.jpg","Magic Silk\B648PIN_Back.jpg"
MSB651-BLU-SM,Dress,MSB651,2,"Magic Silk\B651BLU.jpg","Magic Silk\B651BLU_Back.jpg"
MSB652,"Bra Set",MSB652,0,"Magic Silk\B652BLK.jpg","Magic Silk\B652BLK_Back.jpg"
MSB668-BLU-LXL,Dress,MSB668,1,"Magic Silk\B668BLU.jpg","Magic Silk\B668BLU_Back.jpg"
MSB668-LME-LXL,Dress,MSB668,1,"Magic Silk\B668LIM.jpg","Magic Silk\B668LIM_Back.jpg"
MSB668-PNK-LXL,Dress,MSB668,1,"Magic Silk\B668FUS.jpg","Magic Silk\B668FUS_Back.jpg"
MSB669-PNK-LXL,"Bra Set",MSB669,1,"Male_Power\B669FUS"
MSB681-PNK/PUR-M,Teddy,MSB681,1,"Male_Power\B681PPL"
MSB682-PUR-M,"Bra Set",MSB682,1,"Magic Silk\B682PPL.jpg","Magic Silk\B682PPL_Back.jpg"
MSB689-BLK-M,Chemise,MSB689,1,"Magic Silk\B689BLK.jpg","Magic Silk\B689_Back.jpg"
MSB756-PNK-QS,Teddy,MSB756,1,"Magic Silk\B756PIN.jpg","Magic Silk\B756PIN-2.jpg"
MSB756-YEL-QS,Teddy,MSB756,2,"Magic Silk\B756YEL.jpg","Magic Silk\B756YEL-2.jpg"
MSB759-PNK-QS,Teddy,MSB759,1,"Magic Silk\B759PIN.jpg"
MSB870-BLK-QS,Dress,MSB870,4,"Magic Silk\B870BLK.jpg","Magic Silk\B870BLK_Back.jpg"
MSB891-BLK-QS,Babydoll,MSB891,3,"Male_Power\B891BLK"
MSB915-LME-QS,Teddy,MSB915,1,"Magic Silk\B915LIM.jpg","Magic Silk\B915LIM_Back.jpg"
MSB951-BLK-QS,Dress,MSB951,1,"Magic Silk\B951BLK.jpg","Magic Silk\B951BLK_Back.jpg"
MSB968-LME-QS,Dress,MSB968,1,"Magic Silk\B668LIM.jpg","Magic Silk\B668LIM_Back.jpg"
MSB968-PNK-QS,Dress,MSB968,1,"Magic Silk\B668PIN.jpg","Magic Silk\B668PIN_Back.jpg"
MSB968-BLU-QS,Dress,MSB968,1,"Magic Silk\B668BLU.jpg","Magic Silk\B668BLU_Back.jpg"
MSC304-WHT-LXL,"Bedroom Costume",MSC304,0,"Magic Silk\C304WHT.jpg","Magic Silk\C304WHT_Back.jpg"
MSC310-BLK-SM,"Bedroom Costume",MSC310-BLK-SM,1,"Magic Silk\C310BLK.jpg","Magic Silk\C310BLK_Back.jpg"
