stock_code,parent_stock_type,parent_stock_code,stock_available
MP47407B-ORG-S,Bikini,MP47407B,2,"Male_Power\47407BOR.jpg","Male_Power\47407BOR_Back.jpg"
MP47407B-ORG-M,Bikini,MP47407B,2,"Male_Power\47407BOR.jpg","Male_Power\47407BOR_Back.jpg"
MP47407B-ORG-L,Bikini,MP47407B,3,"Male_Power\47407BOR.jpg","Male_Power\47407BOR_Back.jpg"
MP47407B-ORG-XL,Bikini,MP47407B,2,"Male_Power\47407BOR.jpg","Male_Power\47407BOR_Back.jpg"
MP47407B-PNK-S,Bikini,MP47407B,3,"Male_Power\47407BPK.jpg","Male_Power\47407BPK_Back.jpg"
MP47407B-PNK-M,Bikini,MP47407B,3,"Male_Power\47407BPK.jpg","Male_Power\47407BPK_Back.jpg"
MP47407B-PNK-L,Bikini,MP47407B,2,"Male_Power\47407BPK.jpg","Male_Power\47407BPK_Back.jpg"
MP47407B-PNK-XL,Bikini,MP47407B,3,"Male_Power\47407BPK.jpg","Male_Power\47407BPK_Back.jpg"
MP47407B-YEL-S,Bikini,MP47407B,4,"Male_Power\47407BYE.jpg","Male_Power\47407BYE _Back.jpg"
MP47407B-YEL-M,Bikini,MP47407B,1,"Male_Power\47407BYE.jpg","Male_Power\47407BYE _Back.jpg"
MP47407B-YEL-L,Bikini,MP47407B,1,"Male_Power\47407BYE.jpg","Male_Power\47407BYE _Back.jpg"
MP47407B-YEL-XL,Bikini,MP47407B,2,"Male_Power\47407BYE.jpg","Male_Power\47407BYE _Back.jpg"
MP474211-GRY-L,Bikini,MP474211,4,"Male_Power\474211GY_1.jpg","Male_Power\474211GY_Back.jpg"
MP474211-GRY-M,Bikini,MP474211,4,"Male_Power\474211GY_1.jpg","Male_Power\474211GY_Back.jpg"
MP474211-GRY-S,Bikini,MP474211,4,"Male_Power\474211GY_1.jpg","Male_Power\474211GY_Back.jpg"
MP474211-GRY-XL,Bikini,MP474211,3,"Male_Power\474211GY_1.jpg","Male_Power\474211GY_Back.jpg"
MP476219-BLK-S,Bikini,MP476219,2,"Male_Power\476219BK.jpg","Male_Power\476219BK_Back.jpg"
MP476219-BLK-M,Bikini,MP476219,2,"Male_Power\476219BK.jpg","Male_Power\476219BK_Back.jpg"
MP476219-BLK-L,Bikini,MP476219,1,"Male_Power\476219BK.jpg","Male_Power\476219BK_Back.jpg"
MP476219-BLK-XL,Bikini,MP476219,2,"Male_Power\476219BK.jpg","Male_Power\476219BK_Back.jpg"
MP476219-NVY-S,Bikini,MP476219,1,"Male_Power\476219NV.jpg","Male_Power\476219NV_Back.jpg"
MP476219-NVY-M,Bikini,MP476219,2,"Male_Power\476219NV.jpg","Male_Power\476219NV_Back.jpg"
MP476219-NVY-L,Bikini,MP476219,1,"Male_Power\476219NV.jpg","Male_Power\476219NV_Back.jpg"
MP476219-NVY-XL,Bikini,MP476219,2,"Male_Power\476219NV.jpg","Male_Power\476219NV_Back.jpg"
MP478224-BLK/GLD-S,Bikini,MP478224,2,"Male_Power\478224BD.jpg","Male_Power\478224BD_Back.jpg"
MP478224-BLK/GLD-L,Bikini,MP478224,2,"Male_Power\478224BD.jpg","Male_Power\478224BD_Back.jpg"
MP478224-BLK/GLD-XL,Bikini,MP478224,2,"Male_Power\478224BD.jpg","Male_Power\478224BD_Back.jpg"
MP481221-BLK/GRN-S,Bikini,MP481221,2,"Male_Power\481221BG.jpg","Male_Power\481221BG_Back.jpg"
MP481221-BLK/GRN-M,Bikini,MP481221,2,"Male_Power\481221BG.jpg","Male_Power\481221BG_Back.jpg"
MP481221-BLK/GRN-L,Bikini,MP481221,2,"Male_Power\481221BG.jpg","Male_Power\481221BG_Back.jpg"
MP481221-BLK/GRN-XL,Bikini,MP481221,2,"Male_Power\481221BG.jpg","Male_Power\481221BG_Back.jpg"
MP481221-TRQ/YEL-S,Bikini,MP481221,2,"Male_Power\481221TY.jpg","Male_Power\481221TY_Back.jpg"
MP481221-TRQ/YEL-M,Bikini,MP481221,2,"Male_Power\481221TY.jpg","Male_Power\481221TY_Back.jpg"
MP481221-TRQ/YEL-L,Bikini,MP481221,2,"Male_Power\481221TY.jpg","Male_Power\481221TY_Back.jpg"
MP481221-TRQ/YEL-XL,Bikini,MP481221,2,"Male_Power\481221TY.jpg","Male_Power\481221TY_Back.jpg"
MP481233-BLK-L,Brief,MP481233,8,"Male_Power\481233BK.jpg","Male_Power\481233BK_Back.jpg"
MP481233-BLK-M,Brief,MP481233,3,"Male_Power\481233BK.jpg","Male_Power\481233BK_Back.jpg"
MP481233-BLK-S,Brief,MP481233,2,"Male_Power\481233BK.jpg","Male_Power\481233BK_Back.jpg"
MP481233-BLK-XL,Brief,MP481233,6,"Male_Power\481233BK.jpg","Male_Power\481233BK_Back.jpg"
MP482226-PRNT-L,Bikini,MP482226,3,"Male_Power\482226PR.jpg","Male_Power\482226PR_Back.jpg"
MP482226-PRNT-M,Bikini,MP482226,3,"Male_Power\482226PR.jpg","Male_Power\482226PR_Back.jpg"
MP482226-PRNT-S,Bikini,MP482226,2,"Male_Power\482226PR.jpg","Male_Power\482226PR_Back.jpg"
MP483234-BLK/WHT-L,Bikini,MP483234,3,"Male_Power\483234WB.jpg","Male_Power\483234WB_Back.jpg"
MP483234-BLK/WHT-M,Bikini,MP483234,2,"Male_Power\483234WB.jpg","Male_Power\483234WB_Back.jpg"
MP483234-BLK/WHT-S,Bikini,MP483234,1,"Male_Power\483234WB.jpg","Male_Power\483234WB_Back.jpg"
MP483234-BLK/WHT-XL,Bikini,MP483234,3,"Male_Power\483234WB.jpg","Male_Power\483234WB_Back.jpg"
MP483234-SEA/BLK-L,Bikini,MP483234,1,"Male_Power\483234SB.jpg","Male_Power\483234SB_Back.jpg"
MP483234-SEA/BLK-XL,Bikini,MP483234,1,"Male_Power\483234SB.jpg","Male_Power\483234SB_Back.jpg"
MP484237-BLK/GRY-S,Bikini,MP484237,3,"Male_Power\484237BG.jpg","Male_Power\484237BG_Back.jpg"
MP484237-BLK/GRY-M,Bikini,MP484237,3,"Male_Power\484237BG.jpg","Male_Power\484237BG_Back.jpg"
MP484237-BLK/GRY-L,Bikini,MP484237,2,"Male_Power\484237BG.jpg","Male_Power\484237BG_Back.jpg"
MP484237-ROY-S,Bikini,MP484237,3,"Male_Power\484237RB.jpg","Male_Power\484237BR_Back.jpg"
MP484237-ROY-M,Bikini,MP484237,4,"Male_Power\484237RB.jpg","Male_Power\484237BR_Back.jpg"
MP484237-ROY-L,Bikini,MP484237,3,"Male_Power\484237RB.jpg","Male_Power\484237BR_Back.jpg"
MP484237-ROY-XL,Bikini,MP484237,3,"Male_Power\484237RB.jpg","Male_Power\484237BR_Back.jpg"
MP485242-BLK-L,Bikini,MP485242,1,"Male_Power\485-242BK.jpg","Male_Power\485-242BK_Back.jpg"
MP485242-BLK-XL,Bikini,MP485242,1,"Male_Power\485-242BK.jpg","Male_Power\485-242BK_Back.jpg"
MP485242-BUR-S,Bikini,MP485242,1,"Male_Power\485-242BN.jpg","Male_Power\485-242BN_Back.jpg"
MP485242-BUR-L,Bikini,MP485242,1,"Male_Power\485-242BN.jpg","Male_Power\485-242BN_Back.jpg"
MP486243-BLK-S,Bikini,MP486243,2,"Male_Power\486-243BK.jpg","Male_Power\486-243BK_Back.jpg"
MP486243-BLK-M,Bikini,MP486243,2,"Male_Power\486-243BK.jpg","Male_Power\486-243BK_Back.jpg"
MP487244-GRY-S,Bikini,MP487244,2,"Male_Power\487-244GY.jpg","Male_Power\487-244GY_Back.jpg"
MP487244-GRY-M,Bikini,MP487244,2,"Male_Power\487-244GY.jpg","Male_Power\487-244GY_Back.jpg"
MP487244-GRY-L,Bikini,MP487244,2,"Male_Power\487-244GY.jpg","Male_Power\487-244GY_Back.jpg"
MP487244-GRY-XL,Bikini,MP487244,3,"Male_Power\487-244GY.jpg","Male_Power\487-244GY_Back.jpg"
MP488245,Bikini,MP488245,0,"Male_Power\488-245GY.jpg","Male_Power\488-245GY_Back.jpg"
MP490198-GRY-L,Bikini,MP490198,2,"Male_Power\490198GY.jpg","Male_Power\490198GY_Back.jpg"
MP490198-GRY-M,Bikini,MP490198,1,"Male_Power\490198GY.jpg","Male_Power\490198GY_Back.jpg"
MP490198-GRY-S,Bikini,MP490198,2,"Male_Power\490198GY.jpg","Male_Power\490198GY_Back.jpg"
MP490198-GRY-XL,Bikini,MP490198,3,"Male_Power\490198GY.jpg","Male_Power\490198GY_Back.jpg"
MP490204-BLK-S/M,Bikini,MP490204,1,"Male_Power\490204BK.jpg","Male_Power\490204BK_Back.jpg"
MP490204-TAN-S/M,Bikini,MP490204,1,"Male_Power\490204TN.jpg","Male_Power\490204TN_Back.jpg"
MP490204-TAN-L/XL,Bikini,MP490204,1,"Male_Power\490204TN.jpg","Male_Power\490204TN_Back.jpg"
MP49111C-BLK-S,Bikini,MP49111C,7,"Male_Power\49111CBK_2.jpg","Male_Power\49111CBK_Back.jpg","Male_Power\49111CBK.jpg"
MP49111C-BLK-M,Bikini,MP49111C,6,"Male_Power\49111CBK_2.jpg","Male_Power\49111CBK_Back.jpg","Male_Power\49111CBK.jpg"
MP49111C-BLK-L,Bikini,MP49111C,6,"Male_Power\49111CBK_2.jpg","Male_Power\49111CBK_Back.jpg","Male_Power\49111CBK.jpg"
MP49111C-BLK-XL,Bikini,MP49111C,7,"Male_Power\49111CBK_2.jpg","Male_Power\49111CBK_Back.jpg","Male_Power\49111CBK.jpg"
MP49111C-WHT-M,Bikini,MP49111C,2,"Male_Power\49111CWH.jpg"
MP49111C-WHT-L,Bikini,MP49111C,2,"Male_Power\49111CWH.jpg"
MP49111C-WHT-XL,Bikini,MP49111C,1,"Male_Power\49111CWH.jpg"
MP491162-BLK-S,Bikini,MP491162,6,"Male_Power\491162BK.jpg","Male_Power\491162BK_Back.jpg"
MP491162-BLK-M,Bikini,MP491162,6,"Male_Power\491162BK.jpg","Male_Power\491162BK_Back.jpg"
MP491162-BLK-L,Bikini,MP491162,6,"Male_Power\491162BK.jpg","Male_Power\491162BK_Back.jpg"
MP491162-BLK-XL,Bikini,MP491162,5,"Male_Power\491162BK.jpg","Male_Power\491162BK_Back.jpg"
MP491162-WHT-S,Bikini,MP491162,1,"Male_Power\491162WH.jpg"
MP491162-WHT-L,Bikini,MP491162,3,"Male_Power\491162WH.jpg"
MP491162-WHT-XL,Bikini,MP491162,3,"Male_Power\491162WH.jpg"
MP491192-BLK-L,Bikini,MP491192,4,"Male_Power\491192BK.jpg","Male_Power\491192BK_Back.jpg"
MP491192-BLK-M,Bikini,MP491192,4,"Male_Power\491192BK.jpg","Male_Power\491192BK_Back.jpg"
MP491192-BLK-S,Bikini,MP491192,3,"Male_Power\491192BK.jpg","Male_Power\491192BK_Back.jpg"
MP491192-BLK-XL,Bikini,MP491192,4,"Male_Power\491192BK.jpg","Male_Power\491192BK_Back.jpg"
MP491192-OLI-L,Bikini,MP491192,4,"Male_Power\491192OL.jpg","Male_Power\491192OL_Back.jpg"
MP491192-OLI-M,Bikini,MP491192,4,"Male_Power\491192OL.jpg","Male_Power\491192OL_Back.jpg"
MP491192-OLI-S,Bikini,MP491192,4,"Male_Power\491192OL.jpg","Male_Power\491192OL_Back.jpg"
MP491192-OLI-XL,Bikini,MP491192,4,"Male_Power\491192OL.jpg","Male_Power\491192OL_Back.jpg"
MP491192-WHE-XL,Bikini,MP491192,2,"Male_Power\491192WH.jpg","Male_Power\491192WH_Back.jpg"
MP491192-WHT-L,Bikini,MP491192,2,"Male_Power\491192WH.jpg","Male_Power\491192WH_Back.jpg"
MP491192-WHT-M,Bikini,MP491192,2,"Male_Power\491192WH.jpg","Male_Power\491192WH_Back.jpg"
MP491192-WHT-S,Bikini,MP491192,2,"Male_Power\491192WH.jpg","Male_Power\491192WH_Back.jpg"
MP491194-CRL-S,Bikini,MP491194,2,"Male_Power\491194CR.jpg","Male_Power\491194CR_Back.jpg"
MP491194-CRL-L,Bikini,MP491194,2,"Male_Power\491194CR.jpg","Male_Power\491194CR_Back.jpg"
MP491194-CRL-M,Bikini,MP491194,2,"Male_Power\491194CR.jpg","Male_Power\491194CR_Back.jpg"
MP491194-PNK-S,Bikini,MP491194,2,"Male_Power\491194PK.jpg","Male_Power\491194PK_Back.jpg"
MP491194-PNK-M,Bikini,MP491194,2,"Male_Power\491194PK.jpg","Male_Power\491194PK_Back.jpg"
MP491194-PNK-L,Bikini,MP491194,2,"Male_Power\491194PK.jpg","Male_Power\491194PK_Back.jpg"
MP491194-PNK-XL,Bikini,MP491194,2,"Male_Power\491194PK.jpg","Male_Power\491194PK_Back.jpg"
MP491194-TRQ-S,Bikini,MP491194,1,"Male_Power\491194TQ.jpg","Male_Power\491194TQ_Back.jpg"
MP491194-TRQ-M,Bikini,MP491194,2,"Male_Power\491194TQ.jpg","Male_Power\491194TQ_Back.jpg"
MP491194-TRQ-L,Bikini,MP491194,2,"Male_Power\491194TQ.jpg","Male_Power\491194TQ_Back.jpg"
MP491194-TRQ-XL,Bikini,MP491194,2,"Male_Power\491194TQ.jpg","Male_Power\491194TQ_Back.jpg"
MP491215-ROY/BLK-S,Bikini,MP491215,3,"Male_Power\491215RB.jpg","Male_Power\491215RB_Back.jpg"
MP491215-ROY/BLK-M,Bikini,MP491215,3,"Male_Power\491215RB.jpg","Male_Power\491215RB_Back.jpg"
MP491215-ROY/BLK-L,Bikini,MP491215,3,"Male_Power\491215RB.jpg","Male_Power\491215RB_Back.jpg"
MP491215-ROY/BLK-XL,Bikini,MP491215,3,"Male_Power\491215RB.jpg","Male_Power\491215RB_Back.jpg"
MP491215-WHT/BLK-S,Bikini,MP491215,6,"Male_Power\491215WB.jpg"
MP491215-WHT/BLK-M,Bikini,MP491215,4,"Male_Power\491215WB.jpg"
MP491215-WHT/BLK-L,Bikini,MP491215,5,"Male_Power\491215WB.jpg"
MP491215-WHT/BLK-XL,Bikini,MP491215,4,"Male_Power\491215WB.jpg"
MP493209-NVY-L,Bikini,MP493209,3,"Male_Power\493209BE.jpg","Male_Power\493209BE_Back.jpg"
MP493209-NVY-M,Bikini,MP493209,1,"Male_Power\493209BE.jpg","Male_Power\493209BE_Back.jpg"
MP493209-NVY-S,Bikini,MP493209,3,"Male_Power\493209BE.jpg","Male_Power\493209BE_Back.jpg"
MP493209-NVY-XL,Bikini,MP493209,5,"Male_Power\493209BE.jpg","Male_Power\493209BE_Back.jpg"
MP493230-TRQ/BLK-L,Bikini,MP493230,2,"Male_Power\493230TB.jpg","Male_Power\493230TB_Back.jpg"
MP493230-TRQ/BLK-M,Bikini,MP493230,2,"Male_Power\493230TB.jpg","Male_Power\493230TB_Back.jpg"
MP493230-TRQ/BLK-S,Bikini,MP493230,3,"Male_Power\493230TB.jpg","Male_Power\493230TB_Back.jpg"
MP493230-TRQ/BLK-XL,Bikini,MP493230,3,"Male_Power\493230TB.jpg","Male_Power\493230TB_Back.jpg"
MPC005-BRN-L/XL,"Dress Up",MPC005,6,"Male_Power\MPC005BN.jpg","Male_Power\MPC005BN_Back.jpg"
MPC005-BRN-S/M,"Dress Up",MPC005,3,"Male_Power\MPC005BN.jpg","Male_Power\MPC005BN_Back.jpg"
MPC006-BRN-S/M,"Dress Up",MPC006,0,"Male_Power\MPC006RO_1.jpg"
MPC006-ROY-S/M,"Dress Up",MPC006,0,"Male_Power\MPC006BE.jpg","Male_Power\MPC006BE_Back.jpg"
MPC006-RBLU-SM,"Dress Up",MPC006,3,"Male_Power\MPC006BE.jpg","Male_Power\MPC006BE_Back.jpg"
MPC006-RBLU-LXL,"Dress Up",MPC006,13,"Male_Power\MPC006BE.jpg","Male_Power\MPC006BE_Back.jpg"
MPC05H-OS-BRN,"Dress Up",MPC05H,4,"Male_Power\mpc05h_006_mpc005bn.jpg"
MPCST101-OS-BLK,Bondage,MPCST101,14,"Male_Power\CST101BK.jpg"
MPCST103-OS-BLK,Bondage,MPCST103,4,"Male_Power\CST103BK.jpg"
MPPAK114-OS-BLK,"Dress Up",MPPAK114,4,"Male_Power\PAK114.jpg","Male_Power\PAK114BK_Back.jpg"
MPPAK115-OS-BLK,"Dress Up",MPPAK115,1,"Male_Power\PAK115.jpg","Male_Power\PAK115BK_Back.jpg"
MPPAK120-BLK-L/XL,Bondage,MPPAK120,1,"Male_Power\PAK120BK.jpg","Male_Power\PAK120BK_Back.jpg"
MPPAK120-BLK-S/M,Bondage,MPPAK120,0,"Male_Power\PAK120BK.jpg","Male_Power\PAK120BK_Back.jpg"
MPPAK123-BLK-L/XL,Bondage,MPPAK123,17,"Male_Power\PAK123BK.jpg","Male_Power\PAK123BK_Back.jpg"
MPPAK123-BLK-S/M,Bondage,MPPAK123,8,"Male_Power\PAK123BK.jpg","Male_Power\PAK123BK_Back.jpg"
MPPAK133-BLK-S/M,Bondage,MPPAK133,3,"Male_Power\PAK133BK.jpg","Male_Power\PAK133BK_Back.jpg"
MPPAK139-BLK-L/XL,Bondage,MPPAK139,2,"Male_Power\PAK139BK.jpg","Male_Power\PAK139BK_Back.jpg"
MPPAK139-BLK-S/M,Bondage,MPPAK139,2,"Male_Power\PAK139BK.jpg","Male_Power\PAK139BK_Back.jpg"
MPPAK151-BLK-S/M,Bondage,MPPAK151,4,"Male_Power\PAK151BK.jpg","Male_Power\PAK151BK_Back 2.jpg"
MPPAK151-BLK-L/XL,Bondage,MPPAK151,1,"Male_Power\PAK151BK.jpg","Male_Power\PAK151BK_Back 2.jpg"
MPPAK708-BLK-OS,G-String,MPPAK708,1,"Male_Power\PAK708BK.jpg"
MPPAK713-WHT-OS,Bikini,MPPAK713,0,"Male_Power\PAK713WH1.jpg"
MPPAK715-BLK-OS,Bikini,MPPAK715,1,"Male_Power\PAK715BK.jpg"
MPPAK715-RED-OS,Bikini,MPPAK715,1,"Male_Power\PAK715RE.jpg"
MPPAK719-BLK-OS,Bikini,MPPAK719,1,"Male_Power\PAK719BK.jpg"
MPPAK724-OS-BLK,Bikini,MPPAK724,5,"Male_Power\PAK724BK.jpg","Male_Power\PAK724BK_ALT2.jpg","Male_Power\PAK724BK_ALT.jpg"
MPPAK725-OS-BLK,Bikini,MPPAK725,6,"Male_Power\PAK725BK.jpg","Male_Power\PAK725BK_Back.jpg"
MPPAK726-OS-BLK,Thong,MPPAK726,4,"Male_Power\pak726bk_1.jpg"
MPPAK727-BLK-OS,Thong,MPPAK727,5,"Male_Power\PAK727BK.jpg","Male_Power\PAK727BK_Back.jpg"
MPPAK801-BLK-S/M,Thong,MPPAK801,2,"Male_Power\PAK801BK.jpg","Male_Power\PAK801BK_Back.jpg"
MPPAK801-BLK-L/XL,Thong,MPPAK801,3,"Male_Power\PAK801BK.jpg","Male_Power\PAK801BK_Back.jpg"
MPPAK801-RED-L/XL,Thong,MPPAK801,4,"Male_Power\PAK801RE.jpg","Male_Power\PAK801RE_Back.jpg"
MPPAK801-RED-S/M,Thong,MPPAK801,4,"Male_Power\PAK801RE.jpg","Male_Power\PAK801RE_Back.jpg"
MPPAK802-NDE-L/XL,Thong,MPPAK802,1,"Male_Power\PAK802NU.jpg"
MPPAK802-NDE-S/M,Thong,MPPAK802,1,"Male_Power\PAK802NU.jpg"
MPPAK802-RED-S/M,Thong,MPPAK802,1,"Male_Power\PAK802RE.jpg"
MPPAK802-RED-L/XL,Thong,MPPAK802,1,"Male_Power\PAK802RE.jpg"
MPPAK802-ROY-S/M,Thong,MPPAK802,1,"Male_Power\PAK802RO.jpg"
MPPAK802-ROY-L/XL,Thong,MPPAK802,1,"Male_Power\PAK802RO.jpg"
MPPAK802-WHT-S/M,Thong,MPPAK802,1,"Male_Power\PAK802WH.jpg"
MPPAK802-WHT-LXL,Thong,MPPAK802,1,"Male_Power\PAK802WH"
MPPAK805-BLK-S/M,Brief,MPPAK805,3,"Male_Power\PAK805BK.jpg","Male_Power\PAK805BK_Back.jpg"
MPPAK806-BLK-OS,"Posing Strap",MPPAK806,3,"Male_Power\PAK806BK.jpg"
MPPAK806-RED-OS,"Posing Strap",MPPAK806,3,"Male_Power\PAK806RE.jpg"
MPPAK808-BLK-1X/2X,Shorts,MPPAK808,1,"Male_Power\PAK808BK.jpg","Male_Power\PAK808BK_Back.jpg"
MPPAK808-BLK-3X/4X,Shorts,MPPAK808,2,"Male_Power\PAK808BK.jpg","Male_Power\PAK808BK_Back.jpg"
MPPAK808-RED-1X/2X,Shorts,MPPAK808,3,"Male_Power\PAK808RE.jpg","Male_Power\PAK808RE_Back.jpg"
MPPAK808-RED-3X/4X,Shorts,MPPAK808,3,"Male_Power\PAK808RE.jpg","Male_Power\PAK808RE_Back.jpg"
MPPAK808-ROY-1X/2X,Shorts,MPPAK808,2,"Male_Power\PAK808RO.jpg","Male_Power\PAK808RO_Back.jpg"
MPPAK808-ROY-3X/4X,Shorts,MPPAK808,2,"Male_Power\PAK808RO.jpg","Male_Power\PAK808RO_Back.jpg"
MPPAK811-OS-BLK,"Posing Strap",MPPAK811,2,"Male_Power\PAK811BK.jpg","Male_Power\PAK811BK_Back.jpg"
MPPAK812-BLK-S/M,Bondage,MPPAK812,4,"Male_Power\PAK812BLK.jpg","Male_Power\PAK812BK_Back.jpg"
MPPAK812-BLK-L/XL,Bondage,MPPAK812,3,"Male_Power\PAK812BLK.jpg","Male_Power\PAK812BK_Back.jpg"
MPPAK812-LME-S/M,Bondage,MPPAK812,3,"Male_Power\PAK812LIM.jpg"
MPPAK812-ORG-S/M,Bondage,MPPAK812,2,"Male_Power\PAK812ORA.jpg"
MPPAK812-ORG-L/XL,Bondage,MPPAK812,2,"Male_Power\PAK812ORA.jpg"
MPPAK812-TRQ-S/M,Bondage,MPPAK812,1,"Male_Power\PAK812TUR.jpg"
MPPAK812-TRQ-L/XL,Bondage,MPPAK812,2,"Male_Power\PAK812TUR.jpg"
MPPAK815-BLK-S/M,Bikini,MPPAK815,1,"Male_Power\PAK815BK.jpg"
MPPAK815-BLK-L/XL,Bikini,MPPAK815,1,"Male_Power\PAK815BK.jpg"
MPPAK815-NDE-S/M,Bikini,MPPAK815,3,"Male_Power\PAK815NU.jpg"
MPPAK815-NDE-L/XL,Bikini,MPPAK815,3,"Male_Power\PAK815NU.jpg"
MPPAK815-RED-S/M,Bikini,MPPAK815,1,"Male_Power\PAK815RE.jpg"
MPPAK815-ROY-S/M,Bikini,MPPAK815,2,"Male_Power\PAK815RO.jpg"
MPPAK815-ROY-L/XL,Bikini,MPPAK815,1,"Male_Power\PAK815RO.jpg"
MPPAK815-WHT-L/XL,Bikini,MPPAK815,3,"Male_Power\PAK815WH.jpg"
MPPAK815-WHT-S/M,Bikini,MPPAK815,3,"Male_Power\PAK815WH.jpg"
MPPAK817-BLK-3X/4X,Thong,MPPAK817,3,"Male_Power\PAK817BK.jpg"
MPPAK817-RED-3X/4X,Thong,MPPAK817,2,"Male_Power\PAK817RE.jpg"
MPPAK817-RED-S/M,Thong,MPPAK817,1,"Male_Power\PAK817RE.jpg"
MPPAK817-RED-L/XL,Thong,MPPAK817,1,"Male_Power\PAK817RE.jpg"
MPPAK817-ROY-1X/2X,Thong,MPPAK817,2,"Male_Power\PAK817RO.jpg"
MPPAK817-ROY-3X/4X,Thong,MPPAK817,2,"Male_Power\PAK817RO.jpg"
MPPAK817-RED-1X2X,Thong,MPPAK817,1,"Male_Power\PAK817RE"
MPPAK820-BLK-S/M,Thong,MPPAK820,3,"Male_Power\PAK820BK.jpg"
MPPAK820-BLK-L/XL,Thong,MPPAK820,3,"Male_Power\PAK820BK.jpg"
MPPAK826-BLK-OS,Brief,MPPAK826,2,"Male_Power\PAK826BK.jpg"
MPPAK826-RED-OS,Brief,MPPAK826-RED-OS,2,"Male_Power\PAK826RE_1.jpg"
MPPAK826-ROY-OS,Brief,MPPAK826-ROY-OS,5,"Male_Power\PAK826RO_1.jpg"
MPPAK828-BLK-LXL,G-String,MPPAK828,4,"Male_Power\PAK828BK"
MPPAK828-BLK-L/XL,G-String,MPPAK828,0,"Male_Power\PAK828BK.jpg"
MPPAK828-BLK-S/M,G-String,MPPAK828,0,"Male_Power\PAK828BK.jpg"
MPPAK834-BLK-OS,Thong,MPPAK834,2,"Male_Power\PAK834BK.jpg"
MPPAK840-BLK-S/M,Shorts,MPPAK840,1,"Male_Power\PAK840BK.jpg"
MPPAK840-BLK-L/XL,Shorts,MPPAK840,4,"Male_Power\PAK840BK.jpg"
MPPAK840-RED-S/M,Shorts,MPPAK840,3,"Male_Power\PAK840RE.jpg"
MPPAK840-RED-L/XL,Shorts,MPPAK840,3,"Male_Power\PAK840RE.jpg"
MPPAK840-ROY-S/M,Shorts,MPPAK840,3,"Male_Power\PAK840RO.jpg"
MPPAK840-ROY-L/XL,Shorts,MPPAK840,2,"Male_Power\PAK840RO.jpg"
MPPAK843-BLK-L/XL,Thong,MPPAK843,2,"Male_Power\PAK843BK.jpg","Male_Power\PAK843BK_Back.jpg"
MPPAK843-RED-S/M,Thong,MPPAK843,1,"Male_Power\PAK843RE.jpg"
MPPAK843-RED-L/XL,Thong,MPPAK843,1,"Male_Power\PAK843RE.jpg"
MPPAK846-BLK-L/XL,Shorts,MPPAK846,2,"Male_Power\PAK846BK_2.jpg","Male_Power\PAK846BK_Back.jpg"
MPPAK846-LME-S/M,Shorts,MPPAK846,2,"Male_Power\PAK846LIM.jpg"
MPPAK846-LME-L/XL,Shorts,MPPAK846,2,"Male_Power\PAK846LIM.jpg"
MPPAK846-ORG-S/M,Shorts,MPPAK846,2,"Male_Power\PAK846ORA.jpg"
MPPAK846-ORG-L/XL,Shorts,MPPAK846,2,"Male_Power\PAK846ORA.jpg"
MPPAK846-TRQ-S/M,Shorts,MPPAK846,1,"Male_Power\PAK846TUR.jpg"
MPPAK846-TRQ-L/XL,Shorts,MPPAK846,1,"Male_Power\PAK846TUR.jpg"
MPPAK846-BLK-S/M,Shorts,MPPAK846,2,"Male_Power\PAK846BK_2.jpg","Male_Power\PAK846BK_Back.jpg"
MPPAK871-BLK-S,Bikini,MPPAK871,2,"Male_Power\PAK871BK.jpg","Male_Power\PAK871BK_Back.jpg"
MPPAK871-BLK-M,Bikini,MPPAK871,1,"Male_Power\PAK871BK.jpg","Male_Power\PAK871BK_Back.jpg"
MPPAK871-BLK-L,Bikini,MPPAK871,2,"Male_Power\PAK871BK.jpg","Male_Power\PAK871BK_Back.jpg"
MPPAK871-BLK-XL,Bikini,MPPAK871,1,"Male_Power\PAK871BK.jpg","Male_Power\PAK871BK_Back.jpg"
MPPAK871-LME-S,Bikini,MPPAK871,1,"Male_Power\PAK871LM.jpg","Male_Power\PAK871LM_Back.jpg"
MPPAK871-LME-XL,Bikini,MPPAK871,1,"Male_Power\PAK871LM.jpg","Male_Power\PAK871LM_Back.jpg"
MPPAK871-ORG-S,Bikini,MPPAK871,1,"Male_Power\PAK871OR.jpg","Male_Power\PAK871OR_Back.jpg"
MPPAK871-ORG-M,Bikini,MPPAK871,2,"Male_Power\PAK871OR.jpg","Male_Power\PAK871OR_Back.jpg"
MPPAK871-ORG-XL,Bikini,MPPAK871,3,"Male_Power\PAK871OR.jpg","Male_Power\PAK871OR_Back.jpg"
MPPAK871-TRQ-S,Bikini,MPPAK871,2,"Male_Power\PAK871TQ.jpg","Male_Power\PAK871TQ_Back.jpg"
MPPAK871-TRQ-L,Bikini,MPPAK871,2,"Male_Power\PAK871TQ.jpg","Male_Power\PAK871TQ_Back.jpg"
MPPAK871-TRQ-XL,Bikini,MPPAK871,2,"Male_Power\PAK871TQ.jpg","Male_Power\PAK871TQ_Back.jpg"
MPPAK872-BLK-S/M,Thong,MPPAK872,3,"Male_Power\PAK872BK.jpg","Male_Power\PAK872BK_Back.jpg"
MPPAK872-BLK-L/XL,Thong,MPPAK872,2,"Male_Power\PAK872BK.jpg","Male_Power\PAK872BK_Back.jpg"
